pig_gene_id,gene_symbol,description,success,biomarker_label,human_length,importance
ENSSSCG00000008648,RSAD2,radical S-adenosyl methionine domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:396752],True,,32682.0,0.20227567354838052
ENSSSCG00000035828,,,True,,,0.2014519969622294
ENSSSCG00000039587,,,True,,,0.19858400026957193
ENSSSCG00000049575,,,False,,,0.19855032364527384
ENSSSCG00000048249,,,True,,,0.19849220166603723
ENSSSCG00000040088,,,True,,,0.19808034102121988
ENSSSCG00000046173,,,False,,,0.19537699222564697
ENSSSCG00000024900,TRBV25-1,T cell receptor beta variable 25-1 [Source:UniProtKB Gene Name;Acc:I3LEA5],True,,504.0,0.19424200554688772
ENSSSCG00000015600,DTL,denticleless E3 ubiquitin  [Source:VGNC Symbol;Acc:VGNC:87461],True,,71847.0,0.19193865855534872
ENSSSCG00000028962,,,True,,,0.1913502992441257
ENSSSCG00000010495,ALDH18A1,aldehyde dehydrogenase 18 family member A1 [Source:VGNC Symbol;Acc:VGNC:85237],True,,50904.0,0.1900882696111997
ENSSSCG00000045888,,,False,,,0.18997166554133096
ENSSSCG00000047660,,,False,,,0.1884076694647471
ENSSSCG00000004453,SNAP91,synaptosome associated protein 91 [Source:VGNC Symbol;Acc:VGNC:93279],True,,156811.0,0.1865950028101603
ENSSSCG00000003931,KIF2C,kinesin family member 2C [Source:VGNC Symbol;Acc:VGNC:89469],True,,27950.0,0.1862818185860912
ENSSSCG00000030088,,,True,,,0.18586766719818115
ENSSSCG00000013928,CERS1,growth differentiation factor 1 [Source:VGNC Symbol;Acc:VGNC:103069],True,,28182.0,0.18585034211476645
ENSSSCG00000002009,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:91223]",True,,16545.0,0.18441865841547647
ENSSSCG00000002028,CMTM5,CKLF like MARVEL transmembrane domain containing 5 [Source:NCBI gene (formerly Entrezgene);Acc:100514659],True,,3145.0,0.18435132503509521
ENSSSCG00000051234,,,False,,,0.18344799677530924
ENSSSCG00000025795,CSF3R,colony stimulating factor 3 receptor [Source:VGNC Symbol;Acc:VGNC:87035],True,,17653.0,0.18290032943089804
ENSSSCG00000042377,,,False,,,0.18257000048955283
ENSSSCG00000036944,TACO1,translational activator of cytochrome c oxidase I [Source:VGNC Symbol;Acc:VGNC:93700],True,,7483.0,0.1823727712035179
ENSSSCG00000031633,,,False,,,0.18159633874893188
ENSSSCG00000033245,GLYATL3,glycine-N-acyltransferase like 3 [Source:VGNC Symbol;Acc:VGNC:88503],True,,28155.0,0.181235671043396
ENSSSCG00000036868,CTNNBIP1,catenin beta interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:87066],True,,62099.0,0.18048933148384094
ENSSSCG00000001792,EFL1,elongation factor like GTPase 1 [Source:VGNC Symbol;Acc:VGNC:87572],True,,132567.0,0.17960166931152344
ENSSSCG00000034220,,,True,,,0.17918233076731363
ENSSSCG00000015213,EI24,EI24 autophagy associated transmembrane protein [Source:VGNC Symbol;Acc:VGNC:87602],True,,16442.0,0.1787563363711039
ENSSSCG00000042544,,,False,,,0.1786291723450025
ENSSSCG00000049610,,,True,,,0.1778183380762736
ENSSSCG00000039139,AKT1,AKT serine/threonine kinase 1 [Source:VGNC Symbol;Acc:VGNC:96930],True,,30586.0,0.17766632636388144
ENSSSCG00000045497,,,False,,,0.17728533347447714
ENSSSCG00000028694,ATP6V1B2,ATPase H+ transporting V1 subunit B2 [Source:VGNC Symbol;Acc:VGNC:85671],True,,33018.0,0.17695480212569237
ENSSSCG00000000117,C22orf23,chromosome 5 C22orf23 homolog [Source:VGNC Symbol;Acc:VGNC:86049],True,,10619.0,0.17631266514460245
ENSSSCG00000008737,C1QTNF7,C1q and TNF related 7 [Source:NCBI gene (formerly Entrezgene);Acc:100233173],True,,106349.0,0.17597166697184244
ENSSSCG00000031278,,,True,,,0.1755716602007548
ENSSSCG00000029509,KIF22,kinesin family member 22 [Source:NCBI gene (formerly Entrezgene);Acc:100623146],True,,14670.0,0.17504733800888062
ENSSSCG00000012633,IL13RA1,interleukin 13 receptor subunit alpha 1 [Source:NCBI gene (formerly Entrezgene);Acc:397615],True,,67402.0,0.17479753502023718
ENSSSCG00000038360,,,False,,,0.1746916671593984
ENSSSCG00000016990,,ATPase H+ transporting V0 subunit e1 [Source:NCBI gene (formerly Entrezgene);Acc:733646],True,,,0.17430166403452554
ENSSSCG00000028905,TNIK,TRAF2 and NCK interacting kinase [Source:VGNC Symbol;Acc:VGNC:98381],True,,401994.0,0.1727709968884786
ENSSSCG00000024660,,,True,,,0.1722013714412848
ENSSSCG00000004092,MTHFD1L,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like [Source:VGNC Symbol;Acc:VGNC:103129],True,,236208.0,0.17127719521522522
ENSSSCG00000031740,,,False,,,0.17120500405629477
ENSSSCG00000003081,CEACAM16,"CEA cell adhesion molecule 16, tectorial membrane component [Source:VGNC Symbol;Acc:VGNC:96943]",True,,11567.0,0.17111132542292276
ENSSSCG00000005781,TARS3,threonyl-tRNA synthetase 3 [Source:VGNC Symbol;Acc:VGNC:93739],True,,70969.0,0.1707016626993815
ENSSSCG00000041751,,,True,,,0.16962132851282755
ENSSSCG00000042281,,,True,,,0.16929733753204346
ENSSSCG00000017490,GSDMA,gasdermin A [Source:VGNC Symbol;Acc:VGNC:88716],True,,24505.0,0.1683466633160909
ENSSSCG00000017271,CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1 [Source:VGNC Symbol;Acc:VGNC:86124],True,,12243.0,0.16817023108402887
ENSSSCG00000051426,,,False,,,0.1676193376382192
ENSSSCG00000043043,,,False,,,0.1672903299331665
ENSSSCG00000015534,ACBD6,acyl-CoA binding domain containing 6 [Source:VGNC Symbol;Acc:VGNC:85006],True,,233301.0,0.1668509989976883
ENSSSCG00000004601,MNS1,meiosis specific nuclear structural 1 [Source:VGNC Symbol;Acc:VGNC:90288],True,,43624.0,0.1663366655508677
ENSSSCG00000009844,HSPB8,heat shock protein family B (small) member 8 [Source:VGNC Symbol;Acc:VGNC:96685],True,,53300.0,0.165993332862854
ENSSSCG00000004941,DIS3L,DIS3 like exosome 3'-5' exoribonuclease [Source:VGNC Symbol;Acc:VGNC:87316],True,,40681.0,0.16576833526293436
ENSSSCG00000044379,,,False,,,0.16576233009497324
ENSSSCG00000049139,,,False,,,0.16571333693961302
ENSSSCG00000003891,,,True,,,0.1656873325506846
ENSSSCG00000037433,C3orf18,chromosome 13 C3orf18 homolog [Source:VGNC Symbol;Acc:VGNC:85932],True,,15543.0,0.16554400324821472
ENSSSCG00000020173,,,True,,,0.1654286632935206
ENSSSCG00000008633,PDIA6,protein disulfide isomerase family A member 6 [Source:NCBI gene (formerly Entrezgene);Acc:100499564],True,,54599.0,0.1652453343073527
ENSSSCG00000013256,ARHGAP1,Rho GTPase activating protein 1 [Source:VGNC Symbol;Acc:VGNC:85457],True,,23902.0,0.16296699891487756
ENSSSCG00000012758,NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL [Source:NCBI gene (formerly Entrezgene);Acc:100157894],True,,38762.0,0.16225833197434744
ENSSSCG00000031342,,,True,,,0.16210766633351645
ENSSSCG00000009578,,cyclin dependent kinase 20 [Source:NCBI gene (formerly Entrezgene);Acc:100157041],True,,,0.16209099690119425
ENSSSCG00000028420,EIF4E,eukaryotic translation initiation factor 4E [Source:VGNC Symbol;Acc:VGNC:87626],True,,50389.0,0.16000299652417502
ENSSSCG00000027657,ZC4H2,zinc finger C4H2-type containing [Source:NCBI gene (formerly Entrezgene);Acc:100151781],True,,118911.0,0.15800433357556662
ENSSSCG00000047270,,,True,,,0.15787333250045776
ENSSSCG00000002476,,,False,,,0.15780400236447653
ENSSSCG00000013787,ADGRE3,adhesion G protein-coupled receptor E3 [Source:VGNC Symbol;Acc:VGNC:96787],True,,90947.0,0.15713900327682495
ENSSSCG00000029507,RASGEF1B,RasGEF domain family member 1B [Source:NCBI gene (formerly Entrezgene);Acc:100337671],True,,617851.0,0.15655436599627137
ENSSSCG00000002712,LDHD,lactate dehydrogenase D [Source:VGNC Symbol;Acc:VGNC:89670],True,,4927.0,0.1556439995765686
ENSSSCG00000013411,WEE1,WEE1 G2 checkpoint kinase [Source:VGNC Symbol;Acc:VGNC:104095],True,,19789.0,0.1545406679312388
ENSSSCG00000027915,SNORD4B,"small nucleolar RNA, C/D box 4B [Source:HGNC Symbol;Acc:HGNC:10098]",True,,71.0,0.1540833314259847
ENSSSCG00000035945,FDX1,ferredoxin 1 [Source:NCBI gene (formerly Entrezgene);Acc:397133],True,,35505.0,0.1540303329626719
ENSSSCG00000025560,PGLYRP2,peptidoglycan recognition protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:396557],True,,30314.0,0.15376933415730795
ENSSSCG00000009862,RNFT2,"ring finger protein, transmembrane 2 [Source:VGNC Symbol;Acc:VGNC:92399]",True,,115453.0,0.15355133016904196
ENSSSCG00000008014,NUBP2,"NUBP iron-sulfur cluster assembly factor 2, cytosolic [Source:VGNC Symbol;Acc:VGNC:90944]",True,,6257.0,0.15350566804409027
ENSSSCG00000005981,FBXO32,F-box protein 32 [Source:NCBI gene (formerly Entrezgene);Acc:733657],True,,43384.0,0.15312106410662332
ENSSSCG00000013632,C19orf38,chromosome 2 C19orf38 homolog [Source:VGNC Symbol;Acc:VGNC:86003],True,,33224.0,0.15304566423098245
ENSSSCG00000000577,GYS2,glycogen synthase 2 [Source:NCBI gene (formerly Entrezgene);Acc:100157080],True,,68810.0,0.1528233289718628
ENSSSCG00000025940,,,True,,,0.15266096964478493
ENSSSCG00000013437,TCF3,transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:93822],True,,43620.0,0.151868999004364
ENSSSCG00000034886,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],True,,105.0,0.15142432848612467
ENSSSCG00000029515,PON3,paraoxonase 3 [Source:NCBI gene (formerly Entrezgene);Acc:733674],True,,38875.0,0.1512437661488851
ENSSSCG00000018874,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],True,,105.0,0.15090533097585043
ENSSSCG00000022243,,,True,,,0.15088899930318198
ENSSSCG00000036285,NKX2-5,NK2 homeobox 5 [Source:VGNC Symbol;Acc:VGNC:90769],True,,3202.0,0.15005766352017721
ENSSSCG00000017459,KRT20,keratin 20 [Source:VGNC Symbol;Acc:VGNC:99009],True,,10309.0,0.14989667137463888
ENSSSCG00000033707,,,True,,,0.14963066577911377
ENSSSCG00000050065,,,False,,,0.14893800020217896
ENSSSCG00000038667,,,True,,,0.14853433767954508
ENSSSCG00000027847,CSKMT,citrate synthase lysine methyltransferase [Source:VGNC Symbol;Acc:VGNC:87038],True,,3187.0,0.14828399072090784
ENSSSCG00000015589,VASH2,vasohibin 2 [Source:VGNC Symbol;Acc:VGNC:94802],True,,42318.0,0.1481660008430481
ENSSSCG00000047536,,,False,,,0.14796432852745056
ENSSSCG00000004261,,,True,,,0.14666386197010675
ENSSSCG00000040986,,,True,,,0.1463033358256022
ENSSSCG00000006156,TPD52,tumor protein D52 [Source:VGNC Symbol;Acc:VGNC:98383],True,,196487.0,0.14621513647337755
ENSSSCG00000015515,BRINP2,BMP/retinoic acid inducible neural specific 2 [Source:VGNC Symbol;Acc:VGNC:85882],True,,111532.0,0.14617733160654703
