Sample_ID,Tissue,Tissue_detail,Age,Stage,Sex
SAMN00001656,Lung,Lung,175,Post_pubertal_150_365d,Female
SAMN00001657,Lung,Lung,272,Post_pubertal_150_365d,Female
SAMN00001658,Lung,Lung,173,Post_pubertal_150_365d,Male
SAMN00001659,Lung,Lung,361,Post_pubertal_150_365d,Male
SAMN00001660,Lung,Lung,349,Post_pubertal_150_365d,Male
SAMN00001661,Lung,Lung,195,Post_pubertal_150_365d,Male
SAMN00001662,Lung,Lung,187,Post_pubertal_150_365d,Male
SAMN00001663,Lung,Lung,202,Post_pubertal_150_365d,Female
SAMN00001664,Lung,Lung,290,Post_pubertal_150_365d,Male
SAMN00001665,Lung,Lung,231,Post_pubertal_150_365d,Female
SAMN00001666,Lung,Lung,151,Post_pubertal_150_365d,Female
SAMN00001667,Lung,Lung,225,Post_pubertal_150_365d,Male
SAMN00001668,Lung,Lung,174,Post_pubertal_150_365d,Male
SAMN00001669,Lung,Lung,332,Post_pubertal_150_365d,Male
SAMN00001670,Lung,Lung,151,Post_pubertal_150_365d,Male
SAMN00001671,Lung,Lung,201,Post_pubertal_150_365d,Male
SAMN00001672,Lung,Lung,275,Post_pubertal_150_365d,Female
SAMN00001673,Lung,Lung,363,Post_pubertal_150_365d,Male
SAMN00001674,Lung,Lung,234,Post_pubertal_150_365d,Male
SAMN00001675,Brain,Brain,2,Infant_0_20d,Male
SAMN00001676,Brain,Brain,2,Infant_0_20d,Male
SAMN00001677,Brain,Brain,14,Infant_0_20d,Male
SAMN00001678,Brain,Brain,15,Infant_0_20d,Female
SAMN00001679,Brain,Brain,2,Infant_0_20d,Male
SAMN00001680,Brain,Brain,10,Infant_0_20d,Male
SAMN00001681,Brain,Brain,9,Infant_0_20d,Female
SAMN00001682,Brain,Brain,6,Infant_0_20d,Female
SAMN00001683,Brain,Brain,13,Infant_0_20d,Female
SAMN00001684,Brain,Brain,11,Infant_0_20d,Female
SAMN00001685,Brain,Brain,10,Infant_0_20d,Female
SAMN00001686,Brain,Brain,9,Infant_0_20d,Female
SAMN00001687,Brain,Brain,18,Infant_0_20d,Male
SAMN00001688,Brain,Brain,1,Infant_0_20d,Male
SAMN00001689,Brain,Brain,8,Infant_0_20d,Female
SAMN00001690,Brain,Brain,16,Infant_0_20d,Female
SAMN00001691,Brain,Brain,1,Infant_0_20d,Male
SAMN00001692,Brain,Brain,1,Infant_0_20d,Female
SAMN00001693,Brain,Brain,14,Infant_0_20d,Female
SAMN00001694,Brain,Brain,10,Infant_0_20d,Female
SAMN00001695,Brain,Brain,9,Infant_0_20d,Male
SAMN00001696,Brain,Brain,1,Infant_0_20d,Female
SAMN00001697,Brain,Brain,15,Infant_0_20d,Female
SAMN00001698,Brain,Brain,6,Infant_0_20d,Female
SAMN00001699,Brain,Brain,2,Infant_0_20d,Female
SAMN00001700,Brain,Brain,11,Infant_0_20d,Male
SAMN00001701,Brain,Brain,13,Infant_0_20d,Male
SAMN00001702,Brain,Brain,11,Infant_0_20d,Male
SAMN00001703,Brain,Brain,4,Infant_0_20d,Female
SAMN00001704,Brain,Brain,13,Infant_0_20d,Female
SAMN00001705,Brain,Brain,8,Infant_0_20d,Female
SAMN00001706,Brain,Brain,3,Infant_0_20d,Female
SAMN00001707,Brain,Brain,5,Infant_0_20d,Female
SAMN00001708,Brain,Brain,16,Infant_0_20d,Male
SAMN00001709,Brain,Brain,12,Infant_0_20d,Male
SAMN00001710,Brain,Brain,18,Infant_0_20d,Female
SAMN00001711,Brain,Brain,13,Infant_0_20d,Male
SAMN00001712,Brain,Brain,6,Infant_0_20d,Male
SAMN00001713,Brain,Brain,19,Infant_0_20d,Female
SAMN00001714,Brain,Brain,16,Infant_0_20d,Female
SAMN00001715,Brain,Brain,7,Infant_0_20d,Male
SAMN00001716,Brain,Brain,14,Infant_0_20d,Female
SAMN00001717,Brain,Brain,14,Infant_0_20d,Female
SAMN00001718,Brain,Brain,10,Infant_0_20d,Male
SAMN00001719,Brain,Brain,1,Infant_0_20d,Male
SAMN00001720,Brain,Brain,7,Infant_0_20d,Female
SAMN00001721,Brain,Brain,11,Infant_0_20d,Male
SAMN00001722,Brain,Brain,18,Infant_0_20d,Female
SAMN00001723,Brain,Brain,12,Infant_0_20d,Female
SAMN00001724,Brain,Brain,12,Infant_0_20d,Female
SAMN00001725,Brain,Brain,17,Infant_0_20d,Female
SAMN00001726,Brain,Brain,4,Infant_0_20d,Female
SAMN00001727,Brain,Brain,4,Infant_0_20d,Male
SAMN00001728,Brain,Brain,5,Infant_0_20d,Male
SAMN00001729,Brain,Brain,8,Infant_0_20d,Male
SAMN00001730,Brain,Brain,17,Infant_0_20d,Female
SAMN00001731,Brain,Brain,19,Infant_0_20d,Female
SAMN00001732,Brain,Brain,9,Infant_0_20d,Female
SAMN00001733,Brain,Brain,19,Infant_0_20d,Female
SAMN00001734,Brain,Brain,42,Early childhood_21_59d,Female
SAMN00001735,Brain,Brain,55,Early childhood_21_59d,Female
SAMN00001736,Brain,Brain,23,Early childhood_21_59d,Female
SAMN00001737,Brain,Brain,30,Early childhood_21_59d,Male
SAMN00001738,Brain,Brain,37,Early childhood_21_59d,Male
SAMN00001739,Brain,Brain,37,Early childhood_21_59d,Female
SAMN00001740,Brain,Brain,48,Early childhood_21_59d,Female
SAMN00001741,Brain,Brain,43,Early childhood_21_59d,Female
SAMN00001742,Brain,Brain,55,Early childhood_21_59d,Male
SAMN00001743,Brain,Brain,51,Early childhood_21_59d,Male
SAMN00001744,Brain,Brain,26,Early childhood_21_59d,Female
SAMN00001745,Brain,Brain,22,Early childhood_21_59d,Female
SAMN00001746,Brain,Brain,40,Early childhood_21_59d,Female
SAMN00001747,Brain,Brain,38,Early childhood_21_59d,Male
SAMN00001748,Brain,Brain,52,Early childhood_21_59d,Female
SAMN00001749,Brain,Brain,23,Early childhood_21_59d,Female
SAMN00001750,Brain,Brain,41,Early childhood_21_59d,Female
SAMN00001751,Brain,Brain,26,Early childhood_21_59d,Male
SAMN00001752,Brain,Brain,33,Early childhood_21_59d,Female
SAMN00001753,Brain,Brain,54,Early childhood_21_59d,Male
SAMN00001754,Brain,Brain,51,Early childhood_21_59d,Female
SAMN00001755,Brain,Brain,30,Early childhood_21_59d,Female
SAMN00001756,Brain,Brain,30,Early childhood_21_59d,Male
SAMN00001757,Brain,Brain,28,Early childhood_21_59d,Female
SAMN00001758,Brain,Brain,38,Early childhood_21_59d,Male
SAMN00001759,Brain,Brain,58,Early childhood_21_59d,Female
SAMN00001760,Brain,Brain,30,Early childhood_21_59d,Male
SAMN00001761,Brain,Brain,30,Early childhood_21_59d,Male
SAMN00001762,Brain,Brain,40,Early childhood_21_59d,Female
SAMN00001763,Brain,Brain,50,Early childhood_21_59d,Female
SAMN00001764,Brain,Brain,50,Early childhood_21_59d,Female
SAMN00001765,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001766,Brain,Brain,47,Early childhood_21_59d,Male
SAMN00001767,Brain,Brain,23,Early childhood_21_59d,Female
SAMN00001768,Brain,Brain,54,Early childhood_21_59d,Female
SAMN00001769,Brain,Brain,29,Early childhood_21_59d,Male
SAMN00001770,Brain,Brain,26,Early childhood_21_59d,Female
SAMN00001771,Brain,Brain,51,Early childhood_21_59d,Female
SAMN00001772,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001773,Brain,Brain,56,Early childhood_21_59d,Male
SAMN00001774,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001775,Brain,Brain,54,Early childhood_21_59d,Female
SAMN00001776,Brain,Brain,50,Early childhood_21_59d,Female
SAMN00001777,Brain,Brain,35,Early childhood_21_59d,Male
SAMN00001778,Brain,Brain,51,Early childhood_21_59d,Female
SAMN00001779,Brain,Brain,21,Early childhood_21_59d,Male
SAMN00001780,Brain,Brain,34,Early childhood_21_59d,Male
SAMN00001781,Brain,Brain,45,Early childhood_21_59d,Male
SAMN00001782,Brain,Brain,23,Early childhood_21_59d,Male
SAMN00001783,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001784,Brain,Brain,56,Early childhood_21_59d,Male
SAMN00001785,Brain,Brain,50,Early childhood_21_59d,Female
SAMN00001786,Brain,Brain,28,Early childhood_21_59d,Female
SAMN00001787,Brain,Brain,28,Early childhood_21_59d,Female
SAMN00001788,Brain,Brain,30,Early childhood_21_59d,Female
SAMN00001789,Brain,Brain,32,Early childhood_21_59d,Female
SAMN00001790,Brain,Brain,45,Early childhood_21_59d,Female
SAMN00001791,Brain,Brain,48,Early childhood_21_59d,Female
SAMN00001792,Brain,Brain,57,Early childhood_21_59d,Male
SAMN00001793,Brain,Brain,48,Early childhood_21_59d,Female
SAMN00001794,Brain,Brain,32,Early childhood_21_59d,Female
SAMN00001795,Brain,Brain,47,Early childhood_21_59d,Male
SAMN00001796,Brain,Brain,37,Early childhood_21_59d,Female
SAMN00001797,Brain,Brain,37,Early childhood_21_59d,Female
SAMN00001798,Brain,Brain,37,Early childhood_21_59d,Male
SAMN00001799,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001800,Brain,Brain,55,Early childhood_21_59d,Male
SAMN00001801,Brain,Brain,48,Early childhood_21_59d,Male
SAMN00001802,Brain,Brain,44,Early childhood_21_59d,Male
SAMN00001803,Brain,Brain,49,Early childhood_21_59d,Female
SAMN00001804,Brain,Brain,22,Early childhood_21_59d,Male
SAMN00001805,Brain,Brain,47,Early childhood_21_59d,Female
SAMN00001806,Brain,Brain,57,Early childhood_21_59d,Female
SAMN00001807,Brain,Brain,58,Early childhood_21_59d,Female
SAMN00001808,Brain,Brain,43,Early childhood_21_59d,Female
SAMN00001809,Brain,Brain,27,Early childhood_21_59d,Male
SAMN00001810,Brain,Brain,25,Early childhood_21_59d,Female
SAMN00001811,Brain,Brain,37,Early childhood_21_59d,Female
SAMN00001812,Brain,Brain,32,Early childhood_21_59d,Female
SAMN00001813,Brain,Brain,28,Early childhood_21_59d,Male
SAMN00001814,Brain,Brain,21,Early childhood_21_59d,Female
SAMN00001815,Brain,Brain,43,Early childhood_21_59d,Male
SAMN00001816,Brain,Brain,51,Early childhood_21_59d,Male
SAMN00001817,Brain,Brain,50,Early childhood_21_59d,Female
SAMN00001818,Brain,Brain,33,Early childhood_21_59d,Male
SAMN00001819,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001820,Brain,Brain,27,Early childhood_21_59d,Male
SAMN00001821,Brain,Brain,21,Early childhood_21_59d,Female
SAMN00001822,Brain,Brain,55,Early childhood_21_59d,Female
SAMN00001823,Brain,Brain,46,Early childhood_21_59d,Male
SAMN00001824,Brain,Brain,55,Early childhood_21_59d,Female
SAMN00001825,Brain,Brain,58,Early childhood_21_59d,Female
SAMN00001826,Brain,Brain,51,Early childhood_21_59d,Male
SAMN00001827,Brain,Brain,44,Early childhood_21_59d,Female
SAMN00001828,Brain,Brain,33,Early childhood_21_59d,Female
SAMN00001829,Brain,Brain,44,Early childhood_21_59d,Male
SAMN00001830,Brain,Brain,44,Early childhood_21_59d,Female
SAMN00001831,Brain,Brain,29,Early childhood_21_59d,Female
SAMN00001832,Brain,Brain,41,Early childhood_21_59d,Female
SAMN00001833,Brain,Brain,43,Early childhood_21_59d,Male
SAMN00001834,Brain,Brain,31,Early childhood_21_59d,Male
SAMN00001835,Brain,Brain,47,Early childhood_21_59d,Female
SAMN00001836,Brain,Brain,47,Early childhood_21_59d,Female
SAMN00001837,Brain,Brain,43,Early childhood_21_59d,Female
SAMN00001838,Brain,Brain,41,Early childhood_21_59d,Female
SAMN00001839,Brain,Brain,38,Early childhood_21_59d,Male
SAMN00001840,Brain,Brain,56,Early childhood_21_59d,Female
SAMN00001841,Brain,Brain,50,Early childhood_21_59d,Female
SAMN00001842,Brain,Brain,51,Early childhood_21_59d,Male
SAMN00001843,Brain,Brain,52,Early childhood_21_59d,Female
SAMN00001844,Brain,Brain,34,Early childhood_21_59d,Female
SAMN00001845,Brain,Brain,41,Early childhood_21_59d,Male
SAMN00001846,Brain,Brain,39,Early childhood_21_59d,Male
SAMN00001847,Brain,Brain,21,Early childhood_21_59d,Male
SAMN00001848,Brain,Brain,55,Early childhood_21_59d,Male
SAMN00001849,Brain,Brain,21,Early childhood_21_59d,Male
SAMN00001850,Brain,Brain,137,Pre_pubertal_60_149d,Female
SAMN00001851,Brain,Brain,103,Pre_pubertal_60_149d,Male
SAMN00001852,Brain,Brain,89,Pre_pubertal_60_149d,Male
SAMN00001853,Brain,Brain,92,Pre_pubertal_60_149d,Male
SAMN00001854,Brain,Brain,86,Pre_pubertal_60_149d,Male
SAMN00001855,Brain,Brain,133,Pre_pubertal_60_149d,Male
SAMN00001856,Brain,Brain,79,Pre_pubertal_60_149d,Male
SAMN00001857,Brain,Brain,117,Pre_pubertal_60_149d,Male
SAMN00001858,Brain,Brain,127,Pre_pubertal_60_149d,Female
SAMN00001859,Brain,Brain,114,Pre_pubertal_60_149d,Male
SAMN00001860,Brain,Brain,121,Pre_pubertal_60_149d,Female
SAMN00001861,Brain,Brain,90,Pre_pubertal_60_149d,Male
SAMN00001862,Brain,Brain,99,Pre_pubertal_60_149d,Female
SAMN00001863,Brain,Brain,121,Pre_pubertal_60_149d,Female
SAMN00001864,Brain,Brain,62,Pre_pubertal_60_149d,Male
SAMN00001865,Brain,Brain,91,Pre_pubertal_60_149d,Female
SAMN00001866,Brain,Brain,125,Pre_pubertal_60_149d,Female
SAMN00001867,Brain,Brain,141,Pre_pubertal_60_149d,Female
SAMN00001868,Brain,Brain,137,Pre_pubertal_60_149d,Male
SAMN00001869,Brain,Brain,338,Post_pubertal_150_365d,Male
SAMN00001870,Brain,Brain,266,Post_pubertal_150_365d,Male
SAMN00001871,Brain,Brain,313,Post_pubertal_150_365d,Male
SAMN00001872,Brain,Brain,298,Post_pubertal_150_365d,Male
SAMN00001873,Brain,Brain,298,Post_pubertal_150_365d,Female
SAMN00001874,Brain,Brain,170,Post_pubertal_150_365d,Male
SAMN00001875,Brain,Brain,194,Post_pubertal_150_365d,Female
SAMN00001876,Brain,Brain,285,Post_pubertal_150_365d,Male
SAMN00001877,Brain,Brain,346,Post_pubertal_150_365d,Male
SAMN00001878,Brain,Brain,317,Post_pubertal_150_365d,Male
SAMN00001879,Brain,Brain,333,Post_pubertal_150_365d,Male
SAMN00001880,Brain,Brain,362,Post_pubertal_150_365d,Female
SAMN00001881,Brain,Brain,312,Post_pubertal_150_365d,Female
SAMN00001882,Brain,Brain,234,Post_pubertal_150_365d,Male
SAMN00001883,Brain,Brain,266,Post_pubertal_150_365d,Female
SAMN00001884,Brain,Brain,354,Post_pubertal_150_365d,Male
SAMN00001885,Brain,Brain,270,Post_pubertal_150_365d,Female
SAMN00001886,Brain,Brain,187,Post_pubertal_150_365d,Female
SAMN00001887,Brain,Brain,209,Post_pubertal_150_365d,Male
SAMN00001888,Brain,Brain,285,Post_pubertal_150_365d,Female
SAMN00001889,Brain,Brain,334,Post_pubertal_150_365d,Female
SAMN00001890,Brain,Brain,312,Post_pubertal_150_365d,Male
SAMN00001891,Brain,Brain,258,Post_pubertal_150_365d,Female
SAMN00001892,Brain,Brain,253,Post_pubertal_150_365d,Female
SAMN00001893,Brain,Brain,241,Post_pubertal_150_365d,Male
SAMN00001894,Brain,Brain,259,Post_pubertal_150_365d,Female
SAMN00001895,Brain,Brain,330,Post_pubertal_150_365d,Male
SAMN00001896,Brain,Brain,298,Post_pubertal_150_365d,Male
SAMN00001897,Brain,Brain,345,Post_pubertal_150_365d,Male
SAMN00001898,Brain,Brain,218,Post_pubertal_150_365d,Female
SAMN00001899,Brain,Brain,166,Post_pubertal_150_365d,Male
SAMN00001900,Brain,Brain,282,Post_pubertal_150_365d,Male
SAMN00001901,Brain,Brain,259,Post_pubertal_150_365d,Female
SAMN00001902,Brain,Brain,192,Post_pubertal_150_365d,Female
SAMN00001903,Brain,Brain,255,Post_pubertal_150_365d,Male
SAMN00001904,Brain,Brain,167,Post_pubertal_150_365d,Female
SAMN00001905,Brain,Brain,311,Post_pubertal_150_365d,Female
SAMN00001906,Brain,Brain,276,Post_pubertal_150_365d,Female
SAMN00001907,Brain,Brain,353,Post_pubertal_150_365d,Male
SAMN00001908,Brain,Brain,360,Post_pubertal_150_365d,Female
SAMN00001909,Brain,Brain,164,Post_pubertal_150_365d,Female
SAMN00001910,Brain,Brain,225,Post_pubertal_150_365d,Female
SAMN00001911,Brain,Brain,183,Post_pubertal_150_365d,Male
SAMN00001912,Brain,Brain,313,Post_pubertal_150_365d,Female
SAMN00001913,Brain,Brain,335,Post_pubertal_150_365d,Female
SAMN00001914,Brain,Brain,273,Post_pubertal_150_365d,Male
SAMN00001915,Brain,Brain,226,Post_pubertal_150_365d,Male
SAMN00001916,Brain,Brain,164,Post_pubertal_150_365d,Male
SAMN00001917,Brain,Brain,236,Post_pubertal_150_365d,Male
SAMN00001918,Brain,Brain,207,Post_pubertal_150_365d,Female
SAMN00001919,Brain,Brain,289,Post_pubertal_150_365d,Female
SAMN00001920,Brain,Brain,178,Post_pubertal_150_365d,Female
SAMN00001921,Brain,Brain,167,Post_pubertal_150_365d,Female
SAMN00001922,Brain,Brain,307,Post_pubertal_150_365d,Male
SAMN00001923,Brain,Brain,450,Adult_>365d,Male
SAMN00001924,Brain,Brain,452,Adult_>365d,Male
SAMN00001925,Macrophage,Macrophage,19,Infant_0_20d,Female
SAMN00001926,Macrophage,Macrophage,14,Infant_0_20d,Female
SAMN00001927,Macrophage,Macrophage,8,Infant_0_20d,Male
SAMN00001928,Macrophage,Macrophage,14,Infant_0_20d,Female
SAMN00001929,Macrophage,Macrophage,12,Infant_0_20d,Male
SAMN00001930,Macrophage,Macrophage,17,Infant_0_20d,Male
SAMN00001931,Macrophage,Macrophage,2,Infant_0_20d,Female
SAMN00001932,Macrophage,Macrophage,14,Infant_0_20d,Female
SAMN00001933,Macrophage,Macrophage,18,Infant_0_20d,Male
SAMN00001934,Macrophage,Macrophage,12,Infant_0_20d,Male
SAMN00001935,Macrophage,Macrophage,11,Infant_0_20d,Male
SAMN00001936,Macrophage,Macrophage,15,Infant_0_20d,Female
SAMN00001937,Macrophage,Macrophage,1,Infant_0_20d,Female
SAMN00001938,Macrophage,Macrophage,18,Infant_0_20d,Female
SAMN00001939,Macrophage,Macrophage,13,Infant_0_20d,Male
SAMN00001940,Macrophage,Macrophage,13,Infant_0_20d,Male
SAMN00001941,Macrophage,Macrophage,14,Infant_0_20d,Male
SAMN00001942,Macrophage,Macrophage,12,Infant_0_20d,Female
SAMN00001943,Macrophage,Macrophage,7,Infant_0_20d,Male
SAMN00001944,Macrophage,Macrophage,4,Infant_0_20d,Female
SAMN00001945,Macrophage,Macrophage,6,Infant_0_20d,Male
SAMN00001946,Macrophage,Macrophage,16,Infant_0_20d,Female
SAMN00001947,Macrophage,Macrophage,16,Infant_0_20d,Female
SAMN00001948,Macrophage,Macrophage,11,Infant_0_20d,Male
SAMN00001949,Macrophage,Macrophage,5,Infant_0_20d,Female
SAMN00001950,Macrophage,Macrophage,13,Infant_0_20d,Female
SAMN00001951,Macrophage,Macrophage,15,Infant_0_20d,Female
SAMN00001952,Macrophage,Macrophage,17,Infant_0_20d,Male
SAMN00001953,Macrophage,Macrophage,19,Infant_0_20d,Female
SAMN00001954,Macrophage,Macrophage,17,Infant_0_20d,Male
SAMN00001955,Macrophage,Macrophage,28,Early childhood_21_59d,Male
SAMN00001956,Macrophage,Macrophage,35,Early childhood_21_59d,Male
SAMN00001957,Macrophage,Macrophage,30,Early childhood_21_59d,Female
SAMN00001958,Macrophage,Macrophage,34,Early childhood_21_59d,Male
SAMN00001959,Macrophage,Macrophage,52,Early childhood_21_59d,Female
SAMN00001960,Macrophage,Macrophage,49,Early childhood_21_59d,Female
SAMN00001961,Macrophage,Macrophage,30,Early childhood_21_59d,Female
SAMN00001962,Macrophage,Macrophage,47,Early childhood_21_59d,Male
SAMN00001963,Macrophage,Macrophage,32,Early childhood_21_59d,Male
SAMN00001964,Macrophage,Macrophage,40,Early childhood_21_59d,Female
SAMN00001965,Macrophage,Macrophage,31,Early childhood_21_59d,Male
SAMN00001966,Macrophage,Macrophage,30,Early childhood_21_59d,Female
SAMN00001967,Macrophage,Macrophage,51,Early childhood_21_59d,Male
SAMN00001968,Macrophage,Macrophage,52,Early childhood_21_59d,Female
SAMN00001969,Macrophage,Macrophage,53,Early childhood_21_59d,Female
SAMN00001970,Macrophage,Macrophage,53,Early childhood_21_59d,Male
SAMN00001971,Macrophage,Macrophage,28,Early childhood_21_59d,Female
SAMN00001972,Macrophage,Macrophage,36,Early childhood_21_59d,Female
SAMN00001973,Macrophage,Macrophage,48,Early childhood_21_59d,Female
SAMN00001974,Macrophage,Macrophage,58,Early childhood_21_59d,Male
SAMN00001975,Macrophage,Macrophage,30,Early childhood_21_59d,Male
SAMN00001976,Macrophage,Macrophage,29,Early childhood_21_59d,Male
SAMN00001977,Macrophage,Macrophage,42,Early childhood_21_59d,Male
SAMN00001978,Macrophage,Macrophage,55,Early childhood_21_59d,Male
SAMN00001979,Macrophage,Macrophage,43,Early childhood_21_59d,Female
SAMN00001980,Macrophage,Macrophage,58,Early childhood_21_59d,Male
SAMN00001981,Macrophage,Macrophage,31,Early childhood_21_59d,Male
SAMN00001982,Macrophage,Macrophage,44,Early childhood_21_59d,Male
SAMN00001983,Macrophage,Macrophage,56,Early childhood_21_59d,Male
SAMN00001984,Macrophage,Macrophage,42,Early childhood_21_59d,Male
SAMN00001985,Macrophage,Macrophage,43,Early childhood_21_59d,Female
SAMN00001986,Macrophage,Macrophage,54,Early childhood_21_59d,Male
SAMN00001987,Macrophage,Macrophage,58,Early childhood_21_59d,Male
SAMN00001988,Macrophage,Macrophage,27,Early childhood_21_59d,Female
SAMN00001989,Macrophage,Macrophage,26,Early childhood_21_59d,Male
SAMN00001990,Macrophage,Macrophage,26,Early childhood_21_59d,Female
SAMN00001991,Macrophage,Macrophage,36,Early childhood_21_59d,Male
SAMN00001992,Macrophage,Macrophage,53,Early childhood_21_59d,Female
SAMN00001993,Macrophage,Macrophage,55,Early childhood_21_59d,Male
SAMN00001994,Macrophage,Macrophage,49,Early childhood_21_59d,Male
SAMN00001995,Macrophage,Macrophage,86,Pre_pubertal_60_149d,Female
SAMN00001996,Macrophage,Macrophage,74,Pre_pubertal_60_149d,Male
SAMN00001997,Macrophage,Macrophage,79,Pre_pubertal_60_149d,Female
SAMN00001998,Macrophage,Macrophage,102,Pre_pubertal_60_149d,Female
SAMN00001999,Macrophage,Macrophage,92,Pre_pubertal_60_149d,Male
SAMN00002000,Macrophage,Macrophage,84,Pre_pubertal_60_149d,Male
SAMN00002001,Macrophage,Macrophage,64,Pre_pubertal_60_149d,Female
SAMN00002002,Macrophage,Macrophage,62,Pre_pubertal_60_149d,Female
SAMN00002003,Macrophage,Macrophage,97,Pre_pubertal_60_149d,Male
SAMN00002004,Macrophage,Macrophage,111,Pre_pubertal_60_149d,Female
SAMN00002005,Macrophage,Macrophage,109,Pre_pubertal_60_149d,Female
SAMN00002006,Macrophage,Macrophage,127,Pre_pubertal_60_149d,Female
SAMN00002007,Macrophage,Macrophage,77,Pre_pubertal_60_149d,Female
SAMN00002008,Macrophage,Macrophage,113,Pre_pubertal_60_149d,Male
SAMN00002009,Macrophage,Macrophage,117,Pre_pubertal_60_149d,Male
SAMN00002010,Macrophage,Macrophage,105,Pre_pubertal_60_149d,Female
SAMN00002011,Macrophage,Macrophage,94,Pre_pubertal_60_149d,Male
SAMN00002012,Macrophage,Macrophage,130,Pre_pubertal_60_149d,Male
SAMN00002013,Macrophage,Macrophage,106,Pre_pubertal_60_149d,Male
SAMN00002014,Macrophage,Macrophage,68,Pre_pubertal_60_149d,Female
SAMN00002015,Macrophage,Macrophage,86,Pre_pubertal_60_149d,Female
SAMN00002016,Macrophage,Macrophage,101,Pre_pubertal_60_149d,Male
SAMN00002017,Macrophage,Macrophage,140,Pre_pubertal_60_149d,Male
SAMN00002018,Macrophage,Macrophage,63,Pre_pubertal_60_149d,Male
SAMN00002019,Macrophage,Macrophage,63,Pre_pubertal_60_149d,Female
SAMN00002020,Macrophage,Macrophage,72,Pre_pubertal_60_149d,Female
SAMN00002021,Macrophage,Macrophage,79,Pre_pubertal_60_149d,Female
SAMN00002022,Macrophage,Macrophage,61,Pre_pubertal_60_149d,Female
SAMN00002023,Macrophage,Macrophage,114,Pre_pubertal_60_149d,Male
SAMN00002024,Macrophage,Macrophage,105,Pre_pubertal_60_149d,Male
SAMN00002025,Macrophage,Macrophage,129,Pre_pubertal_60_149d,Male
SAMN00002026,Macrophage,Macrophage,85,Pre_pubertal_60_149d,Female
SAMN00002027,Macrophage,Macrophage,118,Pre_pubertal_60_149d,Male
SAMN00002028,Macrophage,Macrophage,118,Pre_pubertal_60_149d,Female
SAMN00002029,Macrophage,Macrophage,105,Pre_pubertal_60_149d,Female
SAMN00002030,Macrophage,Macrophage,136,Pre_pubertal_60_149d,Female
SAMN00002031,Macrophage,Macrophage,115,Pre_pubertal_60_149d,Female
SAMN00002032,Macrophage,Macrophage,77,Pre_pubertal_60_149d,Female
SAMN00002033,Macrophage,Macrophage,86,Pre_pubertal_60_149d,Female
SAMN00002034,Macrophage,Macrophage,129,Pre_pubertal_60_149d,Male
SAMN00002035,Macrophage,Macrophage,72,Pre_pubertal_60_149d,Male
SAMN00002036,Macrophage,Macrophage,127,Pre_pubertal_60_149d,Male
SAMN00002037,Macrophage,Macrophage,146,Pre_pubertal_60_149d,Male
SAMN00002038,Macrophage,Macrophage,92,Pre_pubertal_60_149d,Male
SAMN00002039,Macrophage,Macrophage,78,Pre_pubertal_60_149d,Male
SAMN00002040,Macrophage,Macrophage,131,Pre_pubertal_60_149d,Male
SAMN00002041,Macrophage,Macrophage,92,Pre_pubertal_60_149d,Male
SAMN00002042,Macrophage,Macrophage,97,Pre_pubertal_60_149d,Female
SAMN00002043,Macrophage,Macrophage,73,Pre_pubertal_60_149d,Female
SAMN00002044,Macrophage,Macrophage,126,Pre_pubertal_60_149d,Female
SAMN00002045,Macrophage,Macrophage,167,Post_pubertal_150_365d,Female
SAMN00002046,Macrophage,Macrophage,283,Post_pubertal_150_365d,Male
SAMN00002047,Macrophage,Macrophage,274,Post_pubertal_150_365d,Female
SAMN00002048,Macrophage,Macrophage,216,Post_pubertal_150_365d,Male
SAMN00002049,Macrophage,Macrophage,343,Post_pubertal_150_365d,Female
SAMN00002050,Macrophage,Macrophage,252,Post_pubertal_150_365d,Male
SAMN00002051,Macrophage,Macrophage,181,Post_pubertal_150_365d,Male
SAMN00002052,Macrophage,Macrophage,174,Post_pubertal_150_365d,Male
SAMN00002053,Macrophage,Macrophage,171,Post_pubertal_150_365d,Male
SAMN00002054,Macrophage,Macrophage,267,Post_pubertal_150_365d,Male
SAMN00002055,Macrophage,Macrophage,199,Post_pubertal_150_365d,Female
SAMN00002056,Macrophage,Macrophage,211,Post_pubertal_150_365d,Male
SAMN00002057,Macrophage,Macrophage,172,Post_pubertal_150_365d,Male
SAMN00002058,Macrophage,Macrophage,203,Post_pubertal_150_365d,Male
SAMN00002059,Macrophage,Macrophage,249,Post_pubertal_150_365d,Female
SAMN00002060,Macrophage,Macrophage,227,Post_pubertal_150_365d,Male
SAMN00002061,Macrophage,Macrophage,352,Post_pubertal_150_365d,Male
SAMN00002062,Macrophage,Macrophage,184,Post_pubertal_150_365d,Female
SAMN00002063,Macrophage,Macrophage,211,Post_pubertal_150_365d,Female
SAMN00002064,Macrophage,Macrophage,276,Post_pubertal_150_365d,Female
SAMN00002065,Macrophage,Macrophage,250,Post_pubertal_150_365d,Female
SAMN00002066,Macrophage,Macrophage,210,Post_pubertal_150_365d,Male
