symbol,pig_gene_id,human_gene_id,is_one_to_one,homology_type
ARHGAP1,ENSSSCG00000013256,ENSG00000175220,True,ortholog_one2one
ARHGAP10,ENSSSCG00000009029,ENSG00000071205,True,ortholog_one2one
ARHGAP12,ENSSSCG00000011026,ENSG00000165322,True,ortholog_one2one
ARHGAP15,ENSSSCG00000015671,ENSG00000075884,True,ortholog_one2one
ARHGAP17,ENSSSCG00000031488,ENSG00000140750,True,ortholog_one2one
ARHGAP19,ENSSSCG00000037185,ENSG00000213390,True,ortholog_one2one
ARHGAP20,ENSSSCG00000015015,ENSG00000137727,True,ortholog_one2one
ARHGAP25,ENSSSCG00000008344,ENSG00000163219,True,ortholog_one2one
ARHGAP28,ENSSSCG00000021612,ENSG00000088756,True,ortholog_one2one
ARHGAP29,ENSSSCG00000006889,ENSG00000137962,True,ortholog_one2one
ARHGAP30,ENSSSCG00000006372,ENSG00000186517,True,ortholog_one2one
ARHGAP31,ENSSSCG00000026224,ENSG00000031081,True,ortholog_one2one
ARHGAP32,ENSSSCG00000015238,ENSG00000134909,True,ortholog_one2one
ARHGAP33,ENSSSCG00000039135,ENSG00000004777,True,ortholog_one2one
ARHGAP4,ENSSSCG00000012790,ENSG00000089820,True,ortholog_one2one
ARHGAP42,ENSSSCG00000014976,ENSG00000165895,True,ortholog_one2one
ARHGAP44,ENSSSCG00000018019,ENSG00000006740,True,ortholog_one2one
ARHGDIA,ENSSSCG00000034058,ENSG00000141522,True,ortholog_one2one
ARHGEF1,ENSSSCG00000003040,ENSG00000076928,True,ortholog_one2one
ARHGEF12,ENSSSCG00000015129,ENSG00000196914,True,ortholog_one2one
ARHGEF16,ENSSSCG00000024223,ENSG00000130762,True,ortholog_one2one
ARHGEF18,ENSSSCG00000013568,ENSG00000104880,True,ortholog_one2one
ARHGEF19,ENSSSCG00000003472,ENSG00000142632,True,ortholog_one2one
ARHGEF2,ENSSSCG00000006502,ENSG00000116584,True,ortholog_one2one
ARHGEF25,ENSSSCG00000000435,ENSG00000240771,True,ortholog_one2one
ARHGEF3,ENSSSCG00000030359,ENSG00000163947,True,ortholog_one2one
ARHGEF37,ENSSSCG00000014436,ENSG00000183111,True,ortholog_one2one
ARHGEF6,ENSSSCG00000030460,ENSG00000129675,True,ortholog_one2one
ARHGEF7,ENSSSCG00000009551,ENSG00000102606,True,ortholog_one2one
ARHGEF9,ENSSSCG00000012362,ENSG00000131089,True,ortholog_one2one
ARID1A,ENSSSCG00000003559,ENSG00000117713,True,ortholog_one2one
ARID1B,ENSSSCG00000004064,ENSG00000049618,True,ortholog_one2one
ARID2,ENSSSCG00000030685,ENSG00000189079,True,ortholog_one2one
ARID3B,ENSSSCG00000001905,ENSG00000179361,True,ortholog_one2one
ARK2N,ENSSSCG00000004500,ENSG00000152242,True,ortholog_one2one
ARL10,ENSSSCG00000029985,ENSG00000175414,True,ortholog_one2one
ARL13A,ENSSSCG00000012488,ENSG00000174225,True,ortholog_one2one
ARL13B,ENSSSCG00000027571,ENSG00000169379,True,ortholog_one2one
ARL14EP,ENSSSCG00000039889,ENSG00000152219,True,ortholog_one2one
ARL6IP6,ENSSSCG00000015868,ENSG00000177917,True,ortholog_one2one
ARL8A,ENSSSCG00000036967,ENSG00000143862,True,ortholog_one2one
ARL8B,ENSSSCG00000011535,ENSG00000134108,True,ortholog_one2one
ARL9,ENSSSCG00000008899,ENSG00000196503,True,ortholog_one2one
ARLN,ENSSSCG00000031773,ENSG00000164096,True,ortholog_one2one
ARMC2,ENSSSCG00000004388,ENSG00000118690,True,ortholog_one2one
ARMCX4,ENSSSCG00000034821,ENSG00000196440,True,ortholog_one2one
ARMCX5,ENSSSCG00000012518,ENSG00000125962,True,ortholog_one2one
ARMCX6,ENSSSCG00000012508,ENSG00000198960,True,ortholog_one2one
ARMH1,ENSSSCG00000033259,ENSG00000198520,True,ortholog_one2one
ARMH2,ENSSSCG00000001096,ENSG00000260286,True,ortholog_one2one
ARMH4,ENSSSCG00000005071,ENSG00000139971,True,ortholog_one2one
ARNT,ENSSSCG00000006646,ENSG00000143437,True,ortholog_one2one
ARPC5L,ENSSSCG00000005596,ENSG00000136950,True,ortholog_one2one
ARR3,ENSSSCG00000012379,ENSG00000120500,True,ortholog_one2one
ARRDC1,ENSSSCG00000039824,ENSG00000197070,True,ortholog_one2one
ARRDC2,ENSSSCG00000013893,ENSG00000105643,True,ortholog_one2one
ARRDC3,ENSSSCG00000014156,ENSG00000113369,True,ortholog_one2one
ARRDC4,ENSSSCG00000002252,ENSG00000140450,True,ortholog_one2one
ARRDC5,ENSSSCG00000037183,ENSG00000205784,True,ortholog_one2one
ARSB,ENSSSCG00000038535,ENSG00000113273,True,ortholog_one2one
ARSI,ENSSSCG00000014448,ENSG00000183876,True,ortholog_one2one
ART1,ENSSSCG00000038255,ENSG00000129744,True,ortholog_one2one
ART3,ENSSSCG00000008976,ENSG00000156219,True,ortholog_one2one
ART4,ENSSSCG00000000607,ENSG00000111339,True,ortholog_one2one
ARTN,ENSSSCG00000034778,ENSG00000117407,True,ortholog_one2one
ARV1,ENSSSCG00000010179,ENSG00000173409,True,ortholog_one2one
ARVCF,ENSSSCG00000010133,ENSG00000099889,True,ortholog_one2one
ARX,ENSSSCG00000020801,ENSG00000004848,True,ortholog_one2one
AS3MT,ENSSSCG00000010592,ENSG00000214435,True,ortholog_one2one
ASAH1,ENSSSCG00000006995,ENSG00000104763,True,ortholog_one2one
ASAP1,ENSSSCG00000028759,ENSG00000153317,True,ortholog_one2one
ASAP2,ENSSSCG00000008642,ENSG00000151693,True,ortholog_one2one
ASB1,ENSSSCG00000016340,ENSG00000065802,True,ortholog_one2one
ASB10,ENSSSCG00000029241,ENSG00000146926,True,ortholog_one2one
ASB14,ENSSSCG00000035320,ENSG00000239388,True,ortholog_one2one
ASB15,ENSSSCG00000016606,ENSG00000146809,True,ortholog_one2one
ASB16,ENSSSCG00000039673,ENSG00000161664,True,ortholog_one2one
ASB17,ENSSSCG00000031522,ENSG00000154007,True,ortholog_one2one
ASB2,ENSSSCG00000002467,ENSG00000100628,True,ortholog_one2one
ASB3,ENSSSCG00000008415,ENSG00000115239,True,ortholog_one2one
ASB5,ENSSSCG00000030395,ENSG00000164122,True,ortholog_one2one
ASCC1,ENSSSCG00000023130,ENSG00000138303,True,ortholog_one2one
ASCC2,ENSSSCG00000025186,ENSG00000100325,True,ortholog_one2one
ASCC3,ENSSSCG00000004358,ENSG00000112249,True,ortholog_one2one
ASCL2,ENSSSCG00000033507,ENSG00000183734,True,ortholog_one2one
ASCL4,ENSSSCG00000000159,ENSG00000187855,True,ortholog_one2one
ASF1A,ENSSSCG00000004247,ENSG00000111875,True,ortholog_one2one
ASF1B,ENSSSCG00000013772,ENSG00000105011,True,ortholog_one2one
ASGR1,ENSSSCG00000024926,ENSG00000141505,True,ortholog_one2one
ASIC3,ENSSSCG00000027024,ENSG00000213199,True,ortholog_one2one
ASL,ENSSSCG00000007738,ENSG00000126522,True,ortholog_one2one
ASMTL,ENSSSCG00000037174,ENSG00000169093,True,ortholog_one2one
ASPH,ENSSSCG00000025087,ENSG00000198363,True,ortholog_one2one
ASPHD2,ENSSSCG00000009959,ENSG00000128203,True,ortholog_one2one
ASPRV1,ENSSSCG00000033099,ENSG00000244617,True,ortholog_one2one
ASPSCR1,ENSSSCG00000040727,ENSG00000169696,True,ortholog_one2one
ASTN1,ENSSSCG00000015513,ENSG00000152092,True,ortholog_one2one
ASTN2,ENSSSCG00000005502,ENSG00000148219,True,ortholog_one2one
ASXL1,ENSSSCG00000007248,ENSG00000171456,True,ortholog_one2one
ASXL3,ENSSSCG00000003736,ENSG00000141431,True,ortholog_one2one
ASZ1,ENSSSCG00000016627,ENSG00000154438,True,ortholog_one2one
ATAD2,ENSSSCG00000005983,ENSG00000156802,True,ortholog_one2one
ATF7,ENSSSCG00000000278,ENSG00000170653,True,ortholog_one2one
ATF7IP,ENSSSCG00000000612,ENSG00000171681,True,ortholog_one2one
ATG10,ENSSSCG00000025210,ENSG00000152348,True,ortholog_one2one
ATG101,ENSSSCG00000033687,ENSG00000123395,True,ortholog_one2one
ATG12,ENSSSCG00000033912,ENSG00000145782,True,ortholog_one2one
ATG14,ENSSSCG00000005058,ENSG00000126775,True,ortholog_one2one
ATG16L2,ENSSSCG00000014819,ENSG00000168010,True,ortholog_one2one
ATOSB,ENSSSCG00000005301,ENSG00000005238,True,ortholog_one2one
ATP10D,ENSSSCG00000008812,ENSG00000145246,True,ortholog_one2one
ATP11A,ENSSSCG00000037561,ENSG00000068650,True,ortholog_one2one
ATP11B,ENSSSCG00000011772,ENSG00000058063,True,ortholog_one2one
ATP12A,ENSSSCG00000022638,ENSG00000075673,True,ortholog_one2one
ATP13A1,ENSSSCG00000013930,ENSG00000105726,True,ortholog_one2one
ATP13A3,ENSSSCG00000011825,ENSG00000133657,True,ortholog_one2one
ATP13A4,ENSSSCG00000011821,ENSG00000127249,True,ortholog_one2one
ATP13A5,ENSSSCG00000026260,ENSG00000187527,True,ortholog_one2one
ATP1A1,ENSSSCG00000006740,ENSG00000163399,True,ortholog_one2one
ATP1B1,ENSSSCG00000006296,ENSG00000143153,True,ortholog_one2one
ATP2C2,ENSSSCG00000002671,ENSG00000064270,True,ortholog_one2one
ATP4A,ENSSSCG00000002902,ENSG00000105675,True,ortholog_one2one
ATP4B,ENSSSCG00000009561,ENSG00000186009,True,ortholog_one2one
ATP5F1B,ENSSSCG00000000405,ENSG00000110955,True,ortholog_one2one
ATP5F1C,ENSSSCG00000034086,ENSG00000165629,True,ortholog_one2one
ATP5F1D,ENSSSCG00000035532,ENSG00000099624,True,ortholog_one2one
ATP5IF1,ENSSSCG00000027072,ENSG00000130770,True,ortholog_one2one
ATP5PF,ENSSSCG00000038399,ENSG00000154723,True,ortholog_one2one
ATP6AP1,ENSSSCG00000037310,ENSG00000071553,True,ortholog_one2one
ATP6AP2,ENSSSCG00000012247,ENSG00000182220,True,ortholog_one2one
ATP6V1A,ENSSSCG00000011916,ENSG00000114573,True,ortholog_one2one
ATP6V1B1,ENSSSCG00000008314,ENSG00000116039,True,ortholog_one2one
ATP6V1B2,ENSSSCG00000028694,ENSG00000147416,True,ortholog_one2one
ATP6V1C1,ENSSSCG00000006054,ENSG00000155097,True,ortholog_one2one
ATP6V1C2,ENSSSCG00000008634,ENSG00000143882,True,ortholog_one2one
ATP6V1D,ENSSSCG00000033278,ENSG00000100554,True,ortholog_one2one
ATP6V1E2,ENSSSCG00000008441,ENSG00000250565,True,ortholog_one2one
ATP6V1F,ENSSSCG00000016577,ENSG00000128524,True,ortholog_one2one
ATP6V1H,ENSSSCG00000006263,ENSG00000047249,True,ortholog_one2one
ATPSCKMT,ENSSSCG00000036387,ENSG00000150756,True,ortholog_one2one
ATR,ENSSSCG00000011679,ENSG00000175054,True,ortholog_one2one
ATRAID,ENSSSCG00000022058,ENSG00000138085,True,ortholog_one2one
ATRIP,ENSSSCG00000011359,ENSG00000164053,True,ortholog_one2one
ATRN,ENSSSCG00000007153,ENSG00000088812,True,ortholog_one2one
ATRNL1,ENSSSCG00000010654,ENSG00000107518,True,ortholog_one2one
ATRX,ENSSSCG00000012434,ENSG00000085224,True,ortholog_one2one
ATXN1,ENSSSCG00000001065,ENSG00000124788,True,ortholog_one2one
ATXN1L,ENSSSCG00000038917,ENSG00000224470,True,ortholog_one2one
ATXN2,ENSSSCG00000009834,ENSG00000204842,True,ortholog_one2one
ATXN7L1,ENSSSCG00000015432,ENSG00000146776,True,ortholog_one2one
AURKAIP1,ENSSSCG00000038474,ENSG00000175756,True,ortholog_one2one
AURKB,ENSSSCG00000028924,ENSG00000178999,True,ortholog_one2one
AVEN,ENSSSCG00000029474,ENSG00000169857,True,ortholog_one2one
AVIL,ENSSSCG00000029571,ENSG00000135407,True,ortholog_one2one
AVL9,ENSSSCG00000023445,ENSG00000105778,True,ortholog_one2one
AVP,ENSSSCG00000007163,ENSG00000101200,True,ortholog_one2one
AZGP1,ENSSSCG00000007642,ENSG00000160862,True,ortholog_one2one
AZI2,ENSSSCG00000028258,ENSG00000163512,True,ortholog_one2one
AZIN1,ENSSSCG00000023873,ENSG00000155096,True,ortholog_one2one
AZU1,ENSSSCG00000013415,ENSG00000172232,True,ortholog_one2one
B3GALNT1,ENSSSCG00000021774,ENSG00000169255,True,ortholog_one2one
B3GALNT2,ENSSSCG00000033692,ENSG00000162885,True,ortholog_one2one
B3GAT1,ENSSSCG00000015259,ENSG00000109956,True,ortholog_one2one
B3GNT3,ENSSSCG00000013886,ENSG00000179913,True,ortholog_one2one
B3GNT4,ENSSSCG00000009798,ENSG00000176383,True,ortholog_one2one
B3GNT6,ENSSSCG00000014874,ENSG00000198488,True,ortholog_one2one
B3GNT8,ENSSSCG00000032536,ENSG00000177191,True,ortholog_one2one
B3GNT9,ENSSSCG00000040139,ENSG00000237172,True,ortholog_one2one
B4GALNT1,ENSSSCG00000000433,ENSG00000135454,True,ortholog_one2one
B4GALNT3,ENSSSCG00000033412,ENSG00000139044,True,ortholog_one2one
B4GALNT4,ENSSSCG00000033780,ENSG00000182272,True,ortholog_one2one
B4GALT1,ENSSSCG00000035454,ENSG00000086062,True,ortholog_one2one
B4GALT2,ENSSSCG00000026793,ENSG00000117411,True,ortholog_one2one
B4GALT3,ENSSSCG00000006360,ENSG00000158850,True,ortholog_one2one
B4GALT4,ENSSSCG00000011903,ENSG00000121578,True,ortholog_one2one
B4GALT5,ENSSSCG00000007465,ENSG00000158470,True,ortholog_one2one
B4GALT6,ENSSSCG00000025005,ENSG00000118276,True,ortholog_one2one
B4GALT7,ENSSSCG00000014035,ENSG00000027847,True,ortholog_one2one
B9D1,ENSSSCG00000039681,ENSG00000108641,True,ortholog_one2one
B9D2,ENSSSCG00000003013,ENSG00000123810,True,ortholog_one2one
BAAT,ENSSSCG00000035245,ENSG00000136881,True,ortholog_one2one
BAHCC1,ENSSSCG00000023045,ENSG00000266074,True,ortholog_one2one
BAHD1,ENSSSCG00000004772,ENSG00000140320,True,ortholog_one2one
BAIAP2,ENSSSCG00000017142,ENSG00000175866,True,ortholog_one2one
BAIAP2L1,ENSSSCG00000007602,ENSG00000006453,True,ortholog_one2one
BAIAP2L2,ENSSSCG00000000111,ENSG00000128298,True,ortholog_one2one
BAIAP3,ENSSSCG00000008029,ENSG00000007516,True,ortholog_one2one
BAK1,ENSSSCG00000001516,ENSG00000030110,True,ortholog_one2one
BAMBI,ENSSSCG00000011014,ENSG00000095739,True,ortholog_one2one
BANK1,ENSSSCG00000022361,ENSG00000153064,True,ortholog_one2one
BANP,ENSSSCG00000020678,ENSG00000172530,True,ortholog_one2one
BAP1,ENSSSCG00000011438,ENSG00000163930,True,ortholog_one2one
BATF2,ENSSSCG00000023178,ENSG00000168062,True,ortholog_one2one
BAZ2B,ENSSSCG00000015882,ENSG00000123636,True,ortholog_one2one
BBOF1,ENSSSCG00000002356,ENSG00000119636,True,ortholog_one2one
BBS1,ENSSSCG00000040416,ENSG00000174483,True,ortholog_one2one
BBS10,ENSSSCG00000000523,ENSG00000179941,True,ortholog_one2one
BBS12,ENSSSCG00000026290,ENSG00000181004,True,ortholog_one2one
BBS2,ENSSSCG00000025417,ENSG00000125124,True,ortholog_one2one
BBS4,ENSSSCG00000001924,ENSG00000140463,True,ortholog_one2one
BBS5,ENSSSCG00000015931,ENSG00000163093,True,ortholog_one2one
BBS7,ENSSSCG00000009093,ENSG00000138686,True,ortholog_one2one
BBX,ENSSSCG00000011943,ENSG00000114439,True,ortholog_one2one
BCAP31,ENSSSCG00000012772,ENSG00000185825,True,ortholog_one2one
BCCIP,ENSSSCG00000010743,ENSG00000107949,True,ortholog_one2one
BCDIN3D,ENSSSCG00000040144,ENSG00000186666,True,ortholog_one2one
BCKDHA,ENSSSCG00000028794,ENSG00000248098,True,ortholog_one2one
BCKDHB,ENSSSCG00000004465,ENSG00000083123,True,ortholog_one2one
BCKDK,ENSSSCG00000007763,ENSG00000103507,True,ortholog_one2one
BCL10,ENSSSCG00000025691,ENSG00000142867,True,ortholog_one2one
BCL11A,ENSSSCG00000008392,ENSG00000119866,True,ortholog_one2one
BCL2L10,ENSSSCG00000004623,ENSG00000137875,True,ortholog_one2one
BCL2L14,ENSSSCG00000000623,ENSG00000121380,True,ortholog_one2one
BCL2L2,ENSSSCG00000002023,ENSG00000129473,True,ortholog_one2one
BCL3,ENSSSCG00000027426,ENSG00000069399,True,ortholog_one2one
BCL6,ENSSSCG00000011810,ENSG00000113916,True,ortholog_one2one
BCL6B,ENSSSCG00000017927,ENSG00000161940,True,ortholog_one2one
BCL7A,ENSSSCG00000009801,ENSG00000110987,True,ortholog_one2one
BCL7B,ENSSSCG00000007708,ENSG00000106635,True,ortholog_one2one
BCL7C,ENSSSCG00000007776,ENSG00000099385,True,ortholog_one2one
BDH1,ENSSSCG00000024109,ENSG00000161267,True,ortholog_one2one
BDH2,ENSSSCG00000022282,ENSG00000164039,True,ortholog_one2one
BDKRB2,ENSSSCG00000027030,ENSG00000168398,True,ortholog_one2one
BDNF,ENSSSCG00000013333,ENSG00000176697,True,ortholog_one2one
BDP1,ENSSSCG00000016968,ENSG00000145734,True,ortholog_one2one
BEAN1,ENSSSCG00000033191,ENSG00000166546,True,ortholog_one2one
BECN1,ENSSSCG00000017386,ENSG00000126581,True,ortholog_one2one
BECN2,ENSSSCG00000010868,ENSG00000196289,True,ortholog_one2one
BEGAIN,ENSSSCG00000036589,ENSG00000183092,True,ortholog_one2one
BEX4,ENSSSCG00000022635,ENSG00000102409,True,ortholog_one2one
BEX5,ENSSSCG00000012514,ENSG00000184515,True,ortholog_one2one
BFAR,ENSSSCG00000037673,ENSG00000103429,True,ortholog_one2one
BFSP1,ENSSSCG00000007084,ENSG00000125864,True,ortholog_one2one
BFSP2,ENSSSCG00000011636,ENSG00000170819,True,ortholog_one2one
BGN,ENSSSCG00000012766,ENSG00000182492,True,ortholog_one2one
BHLHA15,ENSSSCG00000038489,ENSG00000180535,True,ortholog_one2one
BHLHA9,ENSSSCG00000017802,ENSG00000205899,True,ortholog_one2one
BHLHE41,ENSSSCG00000028552,ENSG00000123095,True,ortholog_one2one
BHMT,ENSSSCG00000014108,ENSG00000145692,True,ortholog_one2one
BICC1,ENSSSCG00000010204,ENSG00000122870,True,ortholog_one2one
BICDL1,ENSSSCG00000009896,ENSG00000135127,True,ortholog_one2one
BIN2,ENSSSCG00000000223,ENSG00000110934,True,ortholog_one2one
BIRC5,ENSSSCG00000040486,ENSG00000089685,True,ortholog_one2one
BIRC6,ENSSSCG00000008513,ENSG00000115760,True,ortholog_one2one
BLK,ENSSSCG00000027568,ENSG00000136573,True,ortholog_one2one
BLM,ENSSSCG00000001816,ENSG00000197299,True,ortholog_one2one
BLMH,ENSSSCG00000017796,ENSG00000108578,True,ortholog_one2one
BLNK,ENSSSCG00000010504,ENSG00000095585,True,ortholog_one2one
BLOC1S1,ENSSSCG00000000359,ENSG00000135441,True,ortholog_one2one
BLOC1S2,ENSSSCG00000010551,ENSG00000196072,True,ortholog_one2one
BLOC1S5,ENSSSCG00000040593,ENSG00000188428,True,ortholog_one2one
BLOC1S6,ENSSSCG00000037384,ENSG00000104164,True,ortholog_one2one
BLTP1,ENSSSCG00000009090,ENSG00000138688,True,ortholog_one2one
BLZF1,ENSSSCG00000022396,ENSG00000117475,True,ortholog_one2one
BMI1,ENSSSCG00000011081,ENSG00000168283,True,ortholog_one2one
BMP1,ENSSSCG00000009620,ENSG00000168487,True,ortholog_one2one
BMP10,ENSSSCG00000032071,ENSG00000163217,True,ortholog_one2one
BMP15,ENSSSCG00000012310,ENSG00000130385,True,ortholog_one2one
BMP2K,ENSSSCG00000027722,ENSG00000138756,True,ortholog_one2one
BMP3,ENSSSCG00000029061,ENSG00000152785,True,ortholog_one2one
BMP4,ENSSSCG00000005045,ENSG00000125378,True,ortholog_one2one
BMP5,ENSSSCG00000001478,ENSG00000112175,True,ortholog_one2one
BMPER,ENSSSCG00000016665,ENSG00000164619,True,ortholog_one2one
BMPR1B,ENSSSCG00000029621,ENSG00000138696,True,ortholog_one2one
BMPR2,ENSSSCG00000016113,ENSG00000204217,True,ortholog_one2one
BNC2,ENSSSCG00000005180,ENSG00000173068,True,ortholog_one2one
BNIP2,ENSSSCG00000004582,ENSG00000140299,True,ortholog_one2one
BNIP3L,ENSSSCG00000009658,ENSG00000104765,True,ortholog_one2one
BOD1L1,ENSSSCG00000008735,ENSG00000038219,True,ortholog_one2one
BOLA3,ENSSSCG00000040854,ENSG00000163170,True,ortholog_one2one
BOLL,ENSSSCG00000016082,ENSG00000152430,True,ortholog_one2one
BOP1,ENSSSCG00000005920,ENSG00000261236,True,ortholog_one2one
BORA,ENSSSCG00000025120,ENSG00000136122,True,ortholog_one2one
BORCS5,ENSSSCG00000032804,ENSG00000165714,True,ortholog_one2one
BORCS6,ENSSSCG00000028788,ENSG00000196544,True,ortholog_one2one
BPHL,ENSSSCG00000001008,ENSG00000137274,True,ortholog_one2one
BPI,ENSSSCG00000026605,ENSG00000101425,True,ortholog_one2one
BPIFB2,ENSSSCG00000029714,ENSG00000078898,True,ortholog_one2one
BPIFB3,ENSSSCG00000026137,ENSG00000186190,True,ortholog_one2one
BPIFB4,ENSSSCG00000029295,ENSG00000186191,True,ortholog_one2one
BPIFB6,ENSSSCG00000025052,ENSG00000167104,True,ortholog_one2one
BPIFC,ENSSSCG00000000157,ENSG00000184459,True,ortholog_one2one
BPNT1,ENSSSCG00000010822,ENSG00000162813,True,ortholog_one2one
BPNT2,ENSSSCG00000032846,ENSG00000104331,True,ortholog_one2one
BRCA1,ENSSSCG00000022101,ENSG00000012048,True,ortholog_one2one
BRCC3,ENSSSCG00000012813,ENSG00000185515,True,ortholog_one2one
BRD10,ENSSSCG00000005205,ENSG00000183354,True,ortholog_one2one
BRD3,ENSSSCG00000005749,ENSG00000169925,True,ortholog_one2one
BRD4,ENSSSCG00000022227,ENSG00000141867,True,ortholog_one2one
BRD7,ENSSSCG00000021644,ENSG00000166164,True,ortholog_one2one
BRDT,ENSSSCG00000023654,ENSG00000137948,True,ortholog_one2one
BRF1,ENSSSCG00000031710,ENSG00000185024,True,ortholog_one2one
BRF2,ENSSSCG00000040833,ENSG00000104221,True,ortholog_one2one
BRI3,ENSSSCG00000037605,ENSG00000164713,True,ortholog_one2one
BRIP1,ENSSSCG00000021384,ENSG00000136492,True,ortholog_one2one
BRIX1,ENSSSCG00000016827,ENSG00000113460,True,ortholog_one2one
BRME1,ENSSSCG00000013760,ENSG00000132016,True,ortholog_one2one
BRMS1,ENSSSCG00000012939,ENSG00000174744,True,ortholog_one2one
BRMS1L,ENSSSCG00000001947,ENSG00000100916,True,ortholog_one2one
BROX,ENSSSCG00000010836,ENSG00000162819,True,ortholog_one2one
BSCL2,ENSSSCG00000020823,ENSG00000168000,True,ortholog_one2one
BSG,ENSSSCG00000027907,ENSG00000172270,True,ortholog_one2one
BSND,ENSSSCG00000020989,ENSG00000162399,True,ortholog_one2one
BSPH1,ENSSSCG00000003123,ENSG00000188334,True,ortholog_one2one
BSPRY,ENSSSCG00000021173,ENSG00000119411,True,ortholog_one2one
BST2,ENSSSCG00000033453,ENSG00000130303,True,ortholog_one2one
BSX,ENSSSCG00000015139,ENSG00000188909,True,ortholog_one2one
BTAF1,ENSSSCG00000010467,ENSG00000095564,True,ortholog_one2one
BTNL9,ENSSSCG00000028567,ENSG00000165810,True,ortholog_one2one
BTRC,ENSSSCG00000010563,ENSG00000166167,True,ortholog_one2one
BUB1,ENSSSCG00000030469,ENSG00000169679,True,ortholog_one2one
BUB3,ENSSSCG00000010726,ENSG00000154473,True,ortholog_one2one
BUD13,ENSSSCG00000015065,ENSG00000137656,True,ortholog_one2one
BUD31,ENSSSCG00000007623,ENSG00000106245,True,ortholog_one2one
BYSL,ENSSSCG00000026752,ENSG00000112578,True,ortholog_one2one
C11ORF87,ENSSSCG00000036943,ENSG00000185742,True,ortholog_one2one
C14ORF132,ENSSSCG00000033807,ENSG00000227051,True,ortholog_one2one
C15ORF62,ENSSSCG00000032022,ENSG00000188277,True,ortholog_one2one
C16ORF90,ENSSSCG00000007957,ENSG00000215131,True,ortholog_one2one
C17ORF113,ENSSSCG00000017417,ENSG00000267221,True,ortholog_one2one
C18ORF32,ENSSSCG00000034415,ENSG00000177576,True,ortholog_one2one
C1ORF141,ENSSSCG00000003803,ENSG00000203963,True,ortholog_one2one
C1QB,ENSSSCG00000033512,ENSG00000173369,True,ortholog_one2one
C1QC,ENSSSCG00000038706,ENSG00000159189,True,ortholog_one2one
C1QL1,ENSSSCG00000039101,ENSG00000131094,True,ortholog_one2one
C1QL2,ENSSSCG00000015717,ENSG00000144119,True,ortholog_one2one
C1QL3,ENSSSCG00000011043,ENSG00000165985,True,ortholog_one2one
C1QTNF1,ENSSSCG00000035511,ENSG00000173918,True,ortholog_one2one
C1QTNF12,ENSSSCG00000003333,ENSG00000184163,True,ortholog_one2one
C2CD4D,ENSSSCG00000021540,ENSG00000225556,True,ortholog_one2one
C2CD5,ENSSSCG00000000570,ENSG00000111731,True,ortholog_one2one
C2ORF69,ENSSSCG00000016086,ENSG00000178074,True,ortholog_one2one
C3,ENSSSCG00000013551,ENSG00000125730,True,ortholog_one2one
C3AR1,ENSSSCG00000023868,ENSG00000171860,True,ortholog_one2one
C6,ENSSSCG00000016861,ENSG00000039537,True,ortholog_one2one
C7,ENSSSCG00000016859,ENSG00000112936,True,ortholog_one2one
C8A,ENSSSCG00000003835,ENSG00000157131,True,ortholog_one2one
C8B,ENSSSCG00000003834,ENSG00000021852,True,ortholog_one2one
C8G,ENSSSCG00000005840,ENSG00000176919,True,ortholog_one2one
C8ORF58,ENSSSCG00000009627,ENSG00000241852,True,ortholog_one2one
C9,ENSSSCG00000016856,ENSG00000113600,True,ortholog_one2one
CA1,ENSSSCG00000040770,ENSG00000133742,True,ortholog_one2one
CA10,ENSSSCG00000023169,ENSG00000154975,True,ortholog_one2one
