symbol,pig_gene_id,human_gene_id
ALOXE3,ENSSSCG00000017981,ENSG00000179148
ALPK1,ENSSSCG00000031348,ENSG00000073331
ALPK2,ENSSSCG00000004918,ENSG00000198796
ALPK3,ENSSSCG00000041322,ENSG00000136383
ALPL,ENSSSCG00000032607,ENSG00000162551
ALS2,ENSSSCG00000016109,ENSG00000003393
ALS2CL,ENSSSCG00000021997,ENSG00000178038
ALX1,ENSSSCG00000036744,ENSG00000180318
ALX3,ENSSSCG00000006812,ENSG00000156150
ALX4,ENSSSCG00000040329,ENSG00000052850
ALYREF,ENSSSCG00000032655,ENSG00000183684
AMBN,ENSSSCG00000008937,ENSG00000178522
AMBP,ENSSSCG00000005485,ENSG00000106927
AMBRA1,ENSSSCG00000013262,ENSG00000110497
AMD1,ENSSSCG00000004392,ENSG00000123505
AMDHD1,ENSSSCG00000000893,ENSG00000139344
AMDHD2,ENSSSCG00000008057,ENSG00000162066
AMELX,ENSSSCG00000012113,ENSG00000125363
AMELY,ENSSSCG00000031650,ENSG00000099721
AMER1,ENSSSCG00000012361,ENSG00000184675
AMER2,ENSSSCG00000022678,ENSG00000165566
AMER3,ENSSSCG00000016391,ENSG00000178171
AMFR,ENSSSCG00000002822,ENSG00000159461
AMH,ENSSSCG00000035812,ENSG00000104899
AMHR2,ENSSSCG00000000271,ENSG00000135409
AMIGO1,ENSSSCG00000034883,ENSG00000181754
AMIGO2,ENSSSCG00000000810,ENSG00000139211
AMIGO3,ENSSSCG00000011389,ENSG00000176020
AMMECR1,ENSSSCG00000037591,ENSG00000101935
AMMECR1L,ENSSSCG00000028633,ENSG00000144233
AMN,ENSSSCG00000002524,ENSG00000166126
AMN1,ENSSSCG00000034407,ENSG00000151743
AMOT,ENSSSCG00000012591,ENSG00000126016
AMOTL1,ENSSSCG00000014960,ENSG00000166025
AMOTL2,ENSSSCG00000011643,ENSG00000114019
AMPD1,ENSSSCG00000006754,ENSG00000116748
AMPD2,ENSSSCG00000031125,ENSG00000116337
AMPD3,ENSSSCG00000022492,ENSG00000133805
AMPH,ENSSSCG00000024136,ENSG00000078053
AMT,ENSSSCG00000022975,ENSG00000145020
AMTN,ENSSSCG00000008936,ENSG00000187689
AMZ1,ENSSSCG00000007564,ENSG00000174945
AMZ2,ENSSSCG00000017264,ENSG00000196704
ANAPC1,ENSSSCG00000008105,ENSG00000153107
ANAPC10,ENSSSCG00000033871,ENSG00000164162
ANAPC11,ENSSSCG00000035728,ENSG00000141552
ANAPC13,ENSSSCG00000033057,ENSG00000129055
ANAPC15,ENSSSCG00000014806,ENSG00000110200
ANAPC2,ENSSSCG00000032828,ENSG00000176248
ANAPC4,ENSSSCG00000025902,ENSG00000053900
ANAPC5,ENSSSCG00000009814,ENSG00000089053
ANAPC7,ENSSSCG00000030222,ENSG00000196510
ANGEL1,ENSSSCG00000002390,ENSG00000013523
ANGEL2,ENSSSCG00000015588,ENSG00000174606
ANGPT1,ENSSSCG00000006035,ENSG00000154188
ANGPT2,ENSSSCG00000015753,ENSG00000091879
ANGPT4,ENSSSCG00000007198,ENSG00000101280
ANGPTL1,ENSSSCG00000015522,ENSG00000116194
ANGPTL2,ENSSSCG00000005608,ENSG00000136859
ANGPTL3,ENSSSCG00000003819,ENSG00000132855
ANGPTL4,ENSSSCG00000013599,ENSG00000167772
ANGPTL5,ENSSSCG00000014978,ENSG00000187151
ANGPTL6,ENSSSCG00000013663,ENSG00000130812
ANGPTL7,ENSSSCG00000003414,ENSG00000171819
ANGPTL8,ENSSSCG00000036965,ENSG00000130173
ANK1,ENSSSCG00000007022,ENSG00000029534
ANK2,ENSSSCG00000009125,ENSG00000145362
ANK3,ENSSSCG00000010212,ENSG00000151150
ANKAR,ENSSSCG00000016042,ENSG00000151687
ANKDD1A,ENSSSCG00000004545,ENSG00000166839
ANKDD1B,ENSSSCG00000014083,ENSG00000189045
ANKEF1,ENSSSCG00000007063,ENSG00000132623
ANKFN1,ENSSSCG00000017609,ENSG00000153930
ANKFY1,ENSSSCG00000017877,ENSG00000185722
ANKH,ENSSSCG00000016784,ENSG00000154122
ANKHD1,ENSSSCG00000014364,ENSG00000131503
ANKIB1,ENSSSCG00000015314,ENSG00000001629
ANKLE1,ENSSSCG00000037099,ENSG00000160117
ANKLE2,ENSSSCG00000026781,ENSG00000176915
ANKMY1,ENSSSCG00000016365,ENSG00000144504
ANKMY2,ENSSSCG00000015360,ENSG00000106524
ANKRA2,ENSSSCG00000014070,ENSG00000164331
ANKRD1,ENSSSCG00000010461,ENSG00000148677
ANKRD10,ENSSSCG00000033732,ENSG00000088448
ANKRD11,ENSSSCG00000039541,ENSG00000167522
ANKRD12,ENSSSCG00000003682,ENSG00000101745
ANKRD13A,ENSSSCG00000009924,ENSG00000076513
ANKRD13B,ENSSSCG00000017793,ENSG00000198720
ANKRD13C,ENSSSCG00000003790,ENSG00000118454
ANKRD13D,ENSSSCG00000012917,ENSG00000172932
ANKRD16,ENSSSCG00000028790,ENSG00000134461
ANKRD17,ENSSSCG00000024592,ENSG00000132466
ANKRD2,ENSSSCG00000010522,ENSG00000165887
ANKRD22,ENSSSCG00000010445,ENSG00000152766
ANKRD23,ENSSSCG00000008200,ENSG00000163126
ANKRD24,ENSSSCG00000013497,ENSG00000089847
ANKRD27,ENSSSCG00000002859,ENSG00000105186
ANKRD28,ENSSSCG00000011194,ENSG00000206560
ANKRD29,ENSSSCG00000003708,ENSG00000154065
ANKRD31,ENSSSCG00000014079,ENSG00000145700
ANKRD33,ENSSSCG00000000231,ENSG00000167612
ANKRD33B,ENSSSCG00000039609,ENSG00000164236
ANKRD34A,ENSSSCG00000037823,ENSG00000272031
ANKRD34B,ENSSSCG00000014124,ENSG00000189127
ANKRD34C,ENSSSCG00000032430,ENSG00000235711
ANKRD35,ENSSSCG00000006688,ENSG00000198483
ANKRD37,ENSSSCG00000015798,ENSG00000186352
ANKRD40,ENSSSCG00000038760,ENSG00000154945
ANKRD42,ENSSSCG00000014902,ENSG00000137494
ANKRD44,ENSSSCG00000016074,ENSG00000065413
ANKRD46,ENSSSCG00000006065,ENSG00000186106
ANKRD49,ENSSSCG00000014956,ENSG00000168876
ANKRD50,ENSSSCG00000022173,ENSG00000151458
ANKRD52,ENSSSCG00000000386,ENSG00000139645
ANKRD54,ENSSSCG00000000120,ENSG00000100124
ANKRD55,ENSSSCG00000016917,ENSG00000164512
ANKRD6,ENSSSCG00000004322,ENSG00000135299
ANKRD60,ENSSSCG00000007511,ENSG00000124227
ANKRD61,ENSSSCG00000007593,ENSG00000157999
ANKRD65,ENSSSCG00000003346,ENSG00000235098
ANKRD66,ENSSSCG00000032691,ENSG00000230062
ANKRD7,ENSSSCG00000016623,ENSG00000106013
ANKRD9,ENSSSCG00000039713,ENSG00000156381
ANKS1A,ENSSSCG00000001534,ENSG00000064999
ANKS1B,ENSSSCG00000022083,ENSG00000185046
ANKS3,ENSSSCG00000007939,ENSG00000168096
ANKS4B,ENSSSCG00000007850,ENSG00000175311
ANKS6,ENSSSCG00000005378,ENSG00000165138
ANKUB1,ENSSSCG00000011706,ENSG00000206199
ANKZF1,ENSSSCG00000016212,ENSG00000163516
ANLN,ENSSSCG00000016658,ENSG00000011426
ANO1,ENSSSCG00000024158,ENSG00000131620
ANO10,ENSSSCG00000011296,ENSG00000160746
ANO2,ENSSSCG00000000712,ENSG00000047617
ANO3,ENSSSCG00000013339,ENSG00000134343
ANO5,ENSSSCG00000013344,ENSG00000171714
ANO6,ENSSSCG00000000804,ENSG00000177119
ANO8,ENSSSCG00000039330,ENSG00000074855
ANO9,ENSSSCG00000024569,ENSG00000185101
ANP32A,ENSSSCG00000004963,ENSG00000140350
ANP32E,ENSSSCG00000035209,ENSG00000143401
ANPEP,ENSSSCG00000001849,ENSG00000166825
ANTKMT,ENSSSCG00000008004,ENSG00000103254
ANTXR1,ENSSSCG00000008340,ENSG00000169604
ANTXR2,ENSSSCG00000009256,ENSG00000163297
ANXA1,ENSSSCG00000005267,ENSG00000135046
ANXA10,ENSSSCG00000030058,ENSG00000109511
ANXA11,ENSSSCG00000010331,ENSG00000122359
ANXA13,ENSSSCG00000005979,ENSG00000104537
ANXA2,ENSSSCG00000004578,ENSG00000182718
ANXA4,ENSSSCG00000008336,ENSG00000196975
ANXA5,ENSSSCG00000009097,ENSG00000164111
ANXA6,ENSSSCG00000017089,ENSG00000197043
ANXA7,ENSSSCG00000010299,ENSG00000138279
ANXA8,ENSSSCG00000010370,ENSG00000265190
ANXA9,ENSSSCG00000006643,ENSG00000143412
AOAH,ENSSSCG00000016657,ENSG00000136250
AOC1,ENSSSCG00000016442,ENSG00000002726
AOC2,ENSSSCG00000017384,ENSG00000131480
AOX1,ENSSSCG00000029606,ENSG00000138356
AP1AR,ENSSSCG00000009128,ENSG00000138660
AP1B1,ENSSSCG00000009978,ENSG00000100280
AP1G1,ENSSSCG00000002740,ENSG00000166747
AP1G2,ENSSSCG00000002015,ENSG00000213983
AP1M1,ENSSSCG00000013856,ENSG00000072958
AP1M2,ENSSSCG00000025838,ENSG00000129354
AP1S1,ENSSSCG00000021145,ENSG00000106367
AP1S2,ENSSSCG00000036074,ENSG00000182287
AP1S3,ENSSSCG00000040847,ENSG00000152056
AP2A1,ENSSSCG00000003199,ENSG00000196961
AP2A2,ENSSSCG00000012836,ENSG00000183020
AP2B1,ENSSSCG00000017712,ENSG00000006125
AP2M1,ENSSSCG00000024437,ENSG00000161203
AP2S1,ENSSSCG00000003106,ENSG00000042753
AP3B1,ENSSSCG00000014101,ENSG00000132842
AP3B2,ENSSSCG00000001807,ENSG00000103723
AP3D1,ENSSSCG00000040157,ENSG00000065000
AP3M1,ENSSSCG00000010314,ENSG00000185009
AP3M2,ENSSSCG00000007033,ENSG00000070718
AP3S1,ENSSSCG00000037595,ENSG00000177879
AP3S2,ENSSSCG00000030174,ENSG00000157823
AP4B1,ENSSSCG00000006762,ENSG00000134262
AP4E1,ENSSSCG00000004634,ENSG00000081014
AP4M1,ENSSSCG00000034288,ENSG00000221838
AP4S1,ENSSSCG00000001972,ENSG00000100478
AP5B1,ENSSSCG00000012978,ENSG00000254470
AP5M1,ENSSSCG00000005065,ENSG00000053770
AP5S1,ENSSSCG00000033297,ENSG00000125843
AP5Z1,ENSSSCG00000007577,ENSG00000242802
APAF1,ENSSSCG00000000884,ENSG00000120868
APBA1,ENSSSCG00000005250,ENSG00000107282
APBA2,ENSSSCG00000004849,ENSG00000034053
APBA3,ENSSSCG00000013492,ENSG00000011132
APBB1,ENSSSCG00000014628,ENSG00000166313
APBB1IP,ENSSSCG00000030156,ENSG00000077420
APBB2,ENSSSCG00000022168,ENSG00000163697
APBB3,ENSSSCG00000014366,ENSG00000113108
APC,ENSSSCG00000014207,ENSG00000134982
APC2,ENSSSCG00000023329,ENSG00000115266
APCDD1,ENSSSCG00000039797,ENSG00000154856
APCDD1L,ENSSSCG00000007515,ENSG00000198768
APCS,ENSSSCG00000037268,ENSG00000132703
APEH,ENSSSCG00000011385,ENSG00000164062
APEX1,ENSSSCG00000040060,ENSG00000100823
APEX2,ENSSSCG00000012348,ENSG00000169188
APH1A,ENSSSCG00000028297,ENSG00000117362
APH1B,ENSSSCG00000032949,ENSG00000138613
API5,ENSSSCG00000013285,ENSG00000166181
APIP,ENSSSCG00000013299,ENSG00000149089
APLF,ENSSSCG00000008346,ENSG00000169621
APLN,ENSSSCG00000048443,ENSG00000171388
APLNR,ENSSSCG00000038869,ENSG00000134817
APLP1,ENSSSCG00000002916,ENSG00000105290
APLP2,ENSSSCG00000015244,ENSG00000084234
APMAP,ENSSSCG00000036286,ENSG00000101474
APOA1,ENSSSCG00000030921,ENSG00000118137
APOA2,ENSSSCG00000006355,ENSG00000158874
APOA4,ENSSSCG00000040689,ENSG00000110244
APOB,ENSSSCG00000008595,ENSG00000084674
APOBEC1,ENSSSCG00000000668,ENSG00000111701
APOBEC2,ENSSSCG00000042447,ENSG00000124701
APOBEC4,ENSSSCG00000015561,ENSG00000173627
APOBR,ENSSSCG00000033623,ENSG00000184730
APOC2,ENSSSCG00000003086,ENSG00000234906
APOC3,ENSSSCG00000015069,ENSG00000110245
APOD,ENSSSCG00000011831,ENSG00000189058
APOE,ENSSSCG00000003088,ENSG00000130203
APOF,ENSSSCG00000000398,ENSG00000175336
APOH,ENSSSCG00000040910,ENSG00000091583
APOL6,ENSSSCG00000000151,ENSG00000221963
APOLD1,ENSSSCG00000036787,ENSG00000178878
APOLTP,ENSSSCG00000007899,ENSG00000188897
APOO,ENSSSCG00000012174,ENSG00000184831
APOOL,ENSSSCG00000012459,ENSG00000155008
APP,ENSSSCG00000012022,ENSG00000142192
APPBP2,ENSSSCG00000017678,ENSG00000062725
APPL1,ENSSSCG00000032357,ENSG00000157500
APPL2,ENSSSCG00000000841,ENSG00000136044
APRT,ENSSSCG00000002650,ENSG00000198931
APTX,ENSSSCG00000011001,ENSG00000137074
AQP1,ENSSSCG00000033190,ENSG00000240583
AQP10,ENSSSCG00000006551,ENSG00000143595
AQP11,ENSSSCG00000014880,ENSG00000178301
AQP2,ENSSSCG00000021193,ENSG00000167580
AQP3,ENSSSCG00000040513,ENSG00000165272
AQP4,ENSSSCG00000035965,ENSG00000171885
AQP5,ENSSSCG00000000211,ENSG00000161798
AQP6,ENSSSCG00000000212,ENSG00000086159
AQP7,ENSSSCG00000010992,ENSG00000165269
AQP8,ENSSSCG00000031865,ENSG00000103375
AQP9,ENSSSCG00000004597,ENSG00000103569
AQR,ENSSSCG00000004802,ENSG00000021776
AR,ENSSSCG00000012371,ENSG00000169083
ARAF,ENSSSCG00000012275,ENSG00000078061
ARAP1,ENSSSCG00000014817,ENSG00000186635
ARAP2,ENSSSCG00000008768,ENSG00000047365
ARAP3,ENSSSCG00000014391,ENSG00000120318
ARB2A,ENSSSCG00000027608,ENSG00000113391
ARC,ENSSSCG00000038965,ENSG00000198576
ARCN1,ENSSSCG00000030053,ENSG00000095139
AREG,ENSSSCG00000008963,ENSG00000109321
AREL1,ENSSSCG00000002370,ENSG00000119682
ARF1,ENSSSCG00000013992,ENSG00000143761
ARF4,ENSSSCG00000031791,ENSG00000168374
ARF5,ENSSSCG00000016593,ENSG00000004059
ARF6,ENSSSCG00000005012,ENSG00000165527
ARFGAP1,ENSSSCG00000032235,ENSG00000101199
ARFGAP2,ENSSSCG00000013245,ENSG00000149182
ARFGAP3,ENSSSCG00000000037,ENSG00000242247
ARFGEF1,ENSSSCG00000006201,ENSG00000066777
ARFGEF2,ENSSSCG00000007460,ENSG00000124198
ARFGEF3,ENSSSCG00000022968,ENSG00000112379
ARFIP1,ENSSSCG00000009010,ENSG00000164144
ARFIP2,ENSSSCG00000014625,ENSG00000132254
ARFRP1,ENSSSCG00000035304,ENSG00000101246
ARG1,ENSSSCG00000004195,ENSG00000118520
ARG2,ENSSSCG00000002294,ENSG00000081181
ARGLU1,ENSSSCG00000009536,ENSG00000134884
ARHGAP1,ENSSSCG00000013256,ENSG00000175220
ARHGAP10,ENSSSCG00000009029,ENSG00000071205
ARHGAP11A,ENSSSCG00000004806,ENSG00000198826
ARHGAP12,ENSSSCG00000011026,ENSG00000165322
ARHGAP15,ENSSSCG00000015671,ENSG00000075884
ARHGAP17,ENSSSCG00000031488,ENSG00000140750
ARHGAP18,ENSSSCG00000004205,ENSG00000146376
ARHGAP19,ENSSSCG00000037185,ENSG00000213390
ARHGAP20,ENSSSCG00000015015,ENSG00000137727
ARHGAP21,ENSSSCG00000011074,ENSG00000107863
ARHGAP22,ENSSSCG00000010381,ENSG00000128805
ARHGAP24,ENSSSCG00000009229,ENSG00000138639
ARHGAP25,ENSSSCG00000008344,ENSG00000163219
ARHGAP26,ENSSSCG00000014399,ENSG00000145819
ARHGAP27,ENSSSCG00000017328,ENSG00000159314
ARHGAP28,ENSSSCG00000021612,ENSG00000088756
ARHGAP29,ENSSSCG00000006889,ENSG00000137962
ARHGAP30,ENSSSCG00000006372,ENSG00000186517
ARHGAP31,ENSSSCG00000026224,ENSG00000031081
ARHGAP32,ENSSSCG00000015238,ENSG00000134909
ARHGAP33,ENSSSCG00000039135,ENSG00000004777
ARHGAP35,ENSSSCG00000003107,ENSG00000160007
ARHGAP39,ENSSSCG00000005894,ENSG00000147799
ARHGAP4,ENSSSCG00000012790,ENSG00000089820
ARHGAP42,ENSSSCG00000014976,ENSG00000165895
ARHGAP44,ENSSSCG00000018019,ENSG00000006740
ARHGAP45,ENSSSCG00000027565,ENSG00000180448
ARHGAP5,ENSSSCG00000001966,ENSG00000100852
ARHGAP8,ENSSSCG00000000021,ENSG00000241484
ARHGAP9,ENSSSCG00000000437,ENSG00000123329
ARHGDIA,ENSSSCG00000034058,ENSG00000141522
ARHGDIB,ENSSSCG00000033337,ENSG00000111348
ARHGDIG,ENSSSCG00000038979,ENSG00000242173
ARHGEF1,ENSSSCG00000003040,ENSG00000076928
ARHGEF10,ENSSSCG00000023419,ENSG00000104728
ARHGEF10L,ENSSSCG00000003486,ENSG00000074964
ARHGEF11,ENSSSCG00000006461,ENSG00000132694
ARHGEF12,ENSSSCG00000015129,ENSG00000196914
ARHGEF15,ENSSSCG00000028048,ENSG00000198844
ARHGEF16,ENSSSCG00000024223,ENSG00000130762
ARHGEF18,ENSSSCG00000013568,ENSG00000104880
ARHGEF19,ENSSSCG00000003472,ENSG00000142632
ARHGEF2,ENSSSCG00000006502,ENSG00000116584
ARHGEF25,ENSSSCG00000000435,ENSG00000240771
ARHGEF26,ENSSSCG00000024205,ENSG00000114790
ARHGEF28,ENSSSCG00000028317,ENSG00000214944
ARHGEF3,ENSSSCG00000030359,ENSG00000163947
ARHGEF33,ENSSSCG00000040621,ENSG00000214694
ARHGEF37,ENSSSCG00000014436,ENSG00000183111
ARHGEF38,ENSSSCG00000021764,ENSG00000236699
ARHGEF39,ENSSSCG00000005314,ENSG00000137135
ARHGEF4,ENSSSCG00000035828,ENSG00000136002
ARHGEF40,ENSSSCG00000023857,ENSG00000165801
ARHGEF5,ENSSSCG00000022525,ENSG00000050327
ARHGEF6,ENSSSCG00000030460,ENSG00000129675
ARHGEF7,ENSSSCG00000009551,ENSG00000102606
ARHGEF9,ENSSSCG00000012362,ENSG00000131089
ARID1A,ENSSSCG00000003559,ENSG00000117713
ARID1B,ENSSSCG00000004064,ENSG00000049618
ARID2,ENSSSCG00000030685,ENSG00000189079
ARID3A,ENSSSCG00000037642,ENSG00000116017
ARID3B,ENSSSCG00000001905,ENSG00000179361
ARID3C,ENSSSCG00000010971,ENSG00000205143
ARID4A,ENSSSCG00000005073,ENSG00000032219
ARID5A,ENSSSCG00000008123,ENSG00000196843
ARID5B,ENSSSCG00000010219,ENSG00000150347
ARIH2,ENSSSCG00000011367,ENSG00000177479
ARK2C,ENSSSCG00000004502,ENSG00000141622
ARK2N,ENSSSCG00000004500,ENSG00000152242
ARL1,ENSSSCG00000000870,ENSG00000120805
ARL10,ENSSSCG00000029985,ENSG00000175414
ARL13A,ENSSSCG00000012488,ENSG00000174225
ARL13B,ENSSSCG00000027571,ENSG00000169379
ARL14EP,ENSSSCG00000039889,ENSG00000152219
ARL15,ENSSSCG00000016894,ENSG00000185305
ARL2,ENSSSCG00000034387,ENSG00000213465
ARL2BP,ENSSSCG00000002819,ENSG00000102931
ARL3,ENSSSCG00000031782,ENSG00000138175
ARL4A,ENSSSCG00000032709,ENSG00000122644
ARL4C,ENSSSCG00000034293,ENSG00000188042
ARL4D,ENSSSCG00000017380,ENSG00000175906
ARL5A,ENSSSCG00000031541,ENSG00000162980
ARL5B,ENSSSCG00000031456,ENSG00000165997
ARL6,ENSSSCG00000027278,ENSG00000113966
ARL6IP4,ENSSSCG00000009782,ENSG00000182196
ARL6IP5,ENSSSCG00000033154,ENSG00000144746
ARL6IP6,ENSSSCG00000015868,ENSG00000177917
ARL8A,ENSSSCG00000036967,ENSG00000143862
ARL8B,ENSSSCG00000011535,ENSG00000134108
ARL9,ENSSSCG00000008899,ENSG00000196503
ARLN,ENSSSCG00000031773,ENSG00000164096
ARMC1,ENSSSCG00000006220,ENSG00000104442
ARMC10,ENSSSCG00000028444,ENSG00000170632
ARMC12,ENSSSCG00000001550,ENSG00000157343
ARMC2,ENSSSCG00000004388,ENSG00000118690
ARMC3,ENSSSCG00000011078,ENSG00000165309
ARMC5,ENSSSCG00000025245,ENSG00000140691
ARMC6,ENSSSCG00000049430,ENSG00000105676
ARMC8,ENSSSCG00000036610,ENSG00000114098
ARMC9,ENSSSCG00000023994,ENSG00000135931
ARMCX1,ENSSSCG00000038569,ENSG00000126947
ARMCX2,ENSSSCG00000012510,ENSG00000184867
ARMCX3,ENSSSCG00000040281,ENSG00000102401
ARMCX4,ENSSSCG00000034821,ENSG00000196440
ARMCX5,ENSSSCG00000012518,ENSG00000125962
ARMCX6,ENSSSCG00000012508,ENSG00000198960
ARMH1,ENSSSCG00000033259,ENSG00000198520
ARMH2,ENSSSCG00000001096,ENSG00000260286
ARMH3,ENSSSCG00000010571,ENSG00000120029
ARMH4,ENSSSCG00000005071,ENSG00000139971
ARNT,ENSSSCG00000006646,ENSG00000143437
ARNT2,ENSSSCG00000040288,ENSG00000172379
ARPC1A,ENSSSCG00000007609,ENSG00000241685
ARPC1B,ENSSSCG00000007625,ENSG00000130429
ARPC2,ENSSSCG00000016185,ENSG00000163466
ARPC3,ENSSSCG00000009821,ENSG00000111229
ARPC5,ENSSSCG00000015560,ENSG00000162704
ARPC5L,ENSSSCG00000005596,ENSG00000136950
ARPIN,ENSSSCG00000001850,ENSG00000242498
ARPP21,ENSSSCG00000011238,ENSG00000172995
ARR3,ENSSSCG00000012379,ENSG00000120500
ARRB1,ENSSSCG00000014852,ENSG00000137486
ARRB2,ENSSSCG00000017918,ENSG00000141480
ARRDC1,ENSSSCG00000039824,ENSG00000197070
ARRDC2,ENSSSCG00000013893,ENSG00000105643
ARRDC3,ENSSSCG00000014156,ENSG00000113369
ARRDC4,ENSSSCG00000002252,ENSG00000140450
ARRDC5,ENSSSCG00000037183,ENSG00000205784
ARSA,ENSSSCG00000032428,ENSG00000100299
ARSB,ENSSSCG00000038535,ENSG00000113273
ARSG,ENSSSCG00000017261,ENSG00000141337
ARSI,ENSSSCG00000014448,ENSG00000183876
ARSJ,ENSSSCG00000009122,ENSG00000180801
ARSK,ENSSSCG00000014139,ENSG00000164291
ART1,ENSSSCG00000038255,ENSG00000129744
ART3,ENSSSCG00000008976,ENSG00000156219
ART4,ENSSSCG00000000607,ENSG00000111339
ARTN,ENSSSCG00000034778,ENSG00000117407
ARV1,ENSSSCG00000010179,ENSG00000173409
ARVCF,ENSSSCG00000010133,ENSG00000099889
ARX,ENSSSCG00000020801,ENSG00000004848
AS3MT,ENSSSCG00000010592,ENSG00000214435
ASAH1,ENSSSCG00000006995,ENSG00000104763
ASAH2,ENSSSCG00000010432,ENSG00000188611
ASAP1,ENSSSCG00000028759,ENSG00000153317
ASAP2,ENSSSCG00000008642,ENSG00000151693
ASAP3,ENSSSCG00000028108,ENSG00000088280
ASB1,ENSSSCG00000016340,ENSG00000065802
ASB10,ENSSSCG00000029241,ENSG00000146926
ASB11,ENSSSCG00000012133,ENSG00000165192
ASB12,ENSSSCG00000032889,ENSG00000198881
ASB13,ENSSSCG00000011145,ENSG00000196372
ASB14,ENSSSCG00000035320,ENSG00000239388
ASB15,ENSSSCG00000016606,ENSG00000146809
ASB16,ENSSSCG00000039673,ENSG00000161664
ASB17,ENSSSCG00000031522,ENSG00000154007
ASB18,ENSSSCG00000016318,ENSG00000182177
ASB2,ENSSSCG00000002467,ENSG00000100628
ASB3,ENSSSCG00000008415,ENSG00000115239
ASB4,ENSSSCG00000015333,ENSG00000005981
ASB5,ENSSSCG00000030395,ENSG00000164122
ASB6,ENSSSCG00000005679,ENSG00000148331
ASB7,ENSSSCG00000004821,ENSG00000183475
ASB9,ENSSSCG00000012132,ENSG00000102048
ASCC1,ENSSSCG00000023130,ENSG00000138303
ASCC2,ENSSSCG00000025186,ENSG00000100325
ASCC3,ENSSSCG00000004358,ENSG00000112249
ASCL2,ENSSSCG00000033507,ENSG00000183734
ASCL4,ENSSSCG00000000159,ENSG00000187855
ASCL5,ENSSSCG00000050131,ENSG00000232237
ASF1A,ENSSSCG00000004247,ENSG00000111875
ASF1B,ENSSSCG00000013772,ENSG00000105011
ASGR1,ENSSSCG00000024926,ENSG00000141505
ASGR2,ENSSSCG00000017932,ENSG00000161944
ASH1L,ENSSSCG00000006508,ENSG00000116539
ASH2L,ENSSSCG00000021898,ENSG00000129691
ASIC1,ENSSSCG00000000216,ENSG00000110881
ASIC2,ENSSSCG00000040177,ENSG00000108684
ASIC3,ENSSSCG00000027024,ENSG00000213199
ASIC4,ENSSSCG00000029968,ENSG00000072182
ASL,ENSSSCG00000007738,ENSG00000126522
ASMTL,ENSSSCG00000037174,ENSG00000169093
ASNS,ENSSSCG00000015340,ENSG00000070669
ASNSD1,ENSSSCG00000016041,ENSG00000138381
ASPA,ENSSSCG00000017861,ENSG00000108381
ASPG,ENSSSCG00000039553,ENSG00000166183
ASPH,ENSSSCG00000025087,ENSG00000198363
ASPHD1,ENSSSCG00000040342,ENSG00000174939
ASPHD2,ENSSSCG00000009959,ENSG00000128203
ASPM,ENSSSCG00000010896,ENSG00000066279
ASPN,ENSSSCG00000008072,ENSG00000106819
ASPRV1,ENSSSCG00000033099,ENSG00000244617
ASPSCR1,ENSSSCG00000040727,ENSG00000169696
ASRGL1,ENSSSCG00000013065,ENSG00000162174
ASS1,ENSSSCG00000005701,ENSG00000130707
ASTE1,ENSSSCG00000011182,ENSG00000034533
ASTL,ENSSSCG00000008126,ENSG00000188886
ASTN1,ENSSSCG00000015513,ENSG00000152092
ASTN2,ENSSSCG00000005502,ENSG00000148219
ASXL1,ENSSSCG00000007248,ENSG00000171456
ASXL2,ENSSSCG00000008575,ENSG00000143970
ASXL3,ENSSSCG00000003736,ENSG00000141431
ASZ1,ENSSSCG00000016627,ENSG00000154438
ATAD2,ENSSSCG00000005983,ENSG00000156802
ATAD2B,ENSSSCG00000008591,ENSG00000119778
ATAD5,ENSSSCG00000035954,ENSG00000176208
ATCAY,ENSSSCG00000026754,ENSG00000167654
ATE1,ENSSSCG00000010699,ENSG00000107669
ATF1,ENSSSCG00000016138,ENSG00000123268
ATF2,ENSSSCG00000038076,ENSG00000115966
ATF3,ENSSSCG00000015595,ENSG00000162772
ATF5,ENSSSCG00000003201,ENSG00000169136
ATF6,ENSSSCG00000006346,ENSG00000118217
ATF7,ENSSSCG00000000278,ENSG00000170653
ATF7IP,ENSSSCG00000000612,ENSG00000171681
ATF7IP2,ENSSSCG00000020675,ENSG00000166669
ATG10,ENSSSCG00000025210,ENSG00000152348
ATG101,ENSSSCG00000033687,ENSG00000123395
ATG12,ENSSSCG00000033912,ENSG00000145782
ATG13,ENSSSCG00000013257,ENSG00000175224
ATG14,ENSSSCG00000005058,ENSG00000126775
ATG16L1,ENSSSCG00000016300,ENSG00000085978
ATG16L2,ENSSSCG00000014819,ENSG00000168010
ATG2A,ENSSSCG00000023890,ENSG00000110046
ATG2B,ENSSSCG00000002502,ENSG00000066739
ATG3,ENSSSCG00000011930,ENSG00000144848
ATG4A,ENSSSCG00000012569,ENSG00000101844
ATG4B,ENSSSCG00000032919,ENSG00000168397
ATG4C,ENSSSCG00000003816,ENSG00000125703
ATG4D,ENSSSCG00000013645,ENSG00000130734
ATG5,ENSSSCG00000004370,ENSG00000057663
ATG7,ENSSSCG00000011575,ENSG00000197548
ATG9A,ENSSSCG00000016211,ENSG00000198925
ATG9B,ENSSSCG00000024431,ENSG00000181652
ATIC,ENSSSCG00000016173,ENSG00000138363
ATL1,ENSSSCG00000005020,ENSG00000198513
